mid;status;title;url
M112200238;ok;File:Johan Ekman SPA4.jpg;https://commons.wikimedia.org/wiki/Special:EntityData/M112200238
M112200303;ok;File:Johan Ekman SPA5.jpg;https://commons.wikimedia.org/wiki/Special:EntityData/M112200303
M112200360;ok;File:Johan Ekman SPA10.jpg;https://commons.wikimedia.org/wiki/Special:EntityData/M112200360
M112202794;ok;File:Johan Ek SPA2 (cropped).jpg;https://commons.wikimedia.org/wiki/Special:EntityData/M112202794
M112203049;ok;File:Johan Berlin SPA4.jpg;https://commons.wikimedia.org/wiki/Special:EntityData/M112203049
M112207359;ok;File:Ivar Harrie SPA.jpg;https://commons.wikimedia.org/wiki/Special:EntityData/M112207359
M112207373;ok;File:Ivar Harrie SPA2.jpg;https://commons.wikimedia.org/wiki/Special:EntityData/M112207373
M112207407;ok;File:Ivar Harrie SPA3.jpg;https://commons.wikimedia.org/wiki/Special:EntityData/M112207407
M112207430;ok;File:Ivar Harrie SPA4.jpg;https://commons.wikimedia.org/wiki/Special:EntityData/M112207430
M112212351;ok;File:Gustaf Wilhelm Alexander Roos SPA5.jpg;https://commons.wikimedia.org/wiki/Special:EntityData/M112212351
M112212370;ok;File:Gustaf Wilhelm Alexander Roos SPA6.jpg;https://commons.wikimedia.org/wiki/Special:EntityData/M112212370
M112214009;ok;File:Ingrid Widemar SPA.jpg;https://commons.wikimedia.org/wiki/Special:EntityData/M112214009
M112214034;ok;File:Ingrid Widemar SPA (cropped).jpg;https://commons.wikimedia.org/wiki/Special:EntityData/M112214034
M112056193;ok;File:Nils Sander SPA10.jpg;https://commons.wikimedia.org/wiki/Special:EntityData/M112056193
M112056660;ok;File:Karl Hagberg SPA.jpg;https://commons.wikimedia.org/wiki/Special:EntityData/M112056660
M112056690;ok;File:Karl-August Hagberg SPA10.jpg;https://commons.wikimedia.org/wiki/Special:EntityData/M112056690
M112056849;ok;File:Louise Hagberg SPA.jpg;https://commons.wikimedia.org/wiki/Special:EntityData/M112056849
M112057058;ok;File:Louise Hagberg SPA11.jpg;https://commons.wikimedia.org/wiki/Special:EntityData/M112057058
M112061240;ok;File:Lennart Nyblom SPA.jpg;https://commons.wikimedia.org/wiki/Special:EntityData/M112061240
M112061283;ok;File:Olga Nyblom-Lundberg SPA.jpg;https://commons.wikimedia.org/wiki/Special:EntityData/M112061283
M112061297;ok;File:Olga Nyblom-Lundberg SPA10.jpg;https://commons.wikimedia.org/wiki/Special:EntityData/M112061297
M112079386;ok;File:Nils Bonde SPA.jpg;https://commons.wikimedia.org/wiki/Special:EntityData/M112079386
M112079437;ok;File:Nils Bonde SPA2.jpg;https://commons.wikimedia.org/wiki/Special:EntityData/M112079437
M112079461;ok;File:Nils Bonde SPA3.jpg;https://commons.wikimedia.org/wiki/Special:EntityData/M112079461
M112094799;ok;File:Knut Posse SPA.jpg;https://commons.wikimedia.org/wiki/Special:EntityData/M112094799
M112094829;ok;File:Knut Posse SPA2.jpg;https://commons.wikimedia.org/wiki/Special:EntityData/M112094829
M112094867;ok;File:Knut Posse SPA10.jpg;https://commons.wikimedia.org/wiki/Special:EntityData/M112094867
M112097138;ok;File:Knut Posse SPA2 (cropped).jpg;https://commons.wikimedia.org/wiki/Special:EntityData/M112097138
M112121977;ok;File:Julius Mörner SPA2.jpg;https://commons.wikimedia.org/wiki/Special:EntityData/M112121977
M112121989;ok;File:Julius Mörner SPA4.jpg;https://commons.wikimedia.org/wiki/Special:EntityData/M112121989
M112126666;ok;File:Karl Mörner SPA.jpg;https://commons.wikimedia.org/wiki/Special:EntityData/M112126666
M112128590;ok;File:Lars Ekmarck SPA10.jpg;https://commons.wikimedia.org/wiki/Special:EntityData/M112128590
M112128688;ok;File:Nils Anjou SPA.jpg;https://commons.wikimedia.org/wiki/Special:EntityData/M112128688
M112128713;ok;File:Nils Anjou SPA (cropped).jpg;https://commons.wikimedia.org/wiki/Special:EntityData/M112128713
M112134594;ok;File:Nils Rudolf Munck af Rosenschöld SPA (cropped).jpg;https://commons.wikimedia.org/wiki/Special:EntityData/M112134594
M112154539;ok;File:L B Rappe SPA.jpg;https://commons.wikimedia.org/wiki/Special:EntityData/M112154539
M112155132;ok;File:Mosse Stoopendaal SPA.jpg;https://commons.wikimedia.org/wiki/Special:EntityData/M112155132
M112156804;ok;File:Ludvig Rappe SPA1.jpg;https://commons.wikimedia.org/wiki/Special:EntityData/M112156804
M112156964;ok;File:Ludvig Rappe SPA1 (cropped).jpg;https://commons.wikimedia.org/wiki/Special:EntityData/M112156964
M112190343;ok;File:Knut von Schéele SPA.jpg;https://commons.wikimedia.org/wiki/Special:EntityData/M112190343
M112190434;ok;File:Knut von Scheele SPA.jpg;https://commons.wikimedia.org/wiki/Special:EntityData/M112190434
M112190473;ok;File:Knut von Schéele SPA4.jpg;https://commons.wikimedia.org/wiki/Special:EntityData/M112190473
M112194656;ok;File:Johan Jacob Ekman SPA.jpg;https://commons.wikimedia.org/wiki/Special:EntityData/M112194656
M112199474;ok;File:Knut von Schéele SPA10.jpg;https://commons.wikimedia.org/wiki/Special:EntityData/M112199474
M112199522;ok;File:Knut von Schéele SPA12.jpg;https://commons.wikimedia.org/wiki/Special:EntityData/M112199522
M112199619;ok;File:Knut von Schéele SPA16.jpg;https://commons.wikimedia.org/wiki/Special:EntityData/M112199619
M112199650;ok;File:Knut von Schéele SPA18.jpg;https://commons.wikimedia.org/wiki/Special:EntityData/M112199650
M112202916;ok;File:Nils Berlin SPA.jpg;https://commons.wikimedia.org/wiki/Special:EntityData/M112202916
M112202957;ok;File:Nils Berlin SPA2.jpg;https://commons.wikimedia.org/wiki/Special:EntityData/M112202957
M112203183;ok;File:Nils Berlin SPA10.jpg;https://commons.wikimedia.org/wiki/Special:EntityData/M112203183
M112213975;ok;File:Natanael Gärde SPA.jpg;https://commons.wikimedia.org/wiki/Special:EntityData/M112213975
M112214142;ok;File:Natanael Gärde SPA2.jpg;https://commons.wikimedia.org/wiki/Special:EntityData/M112214142
