qid,label,id,birth,old_url,status,final_url,soft404,slug,changed
Q5040123,Carl Fehrman,678,1915-02-03T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/678.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/678.html,True,678.html,False
Q5547555,Johan Axel Almquist,537,1870-08-13T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/537.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/537.html,True,537.html,False
Q5556725,Åke Andrén,734,1917-05-19T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/734.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/734.html,True,734.html,False
Q5563907,Axel Gabriel Leijonhufvud,234,1717-09-13T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/234.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/234.html,True,234.html,False
Q5575123,Sven Peter Bexell,1006,1775-09-26T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/1006.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/1006.html,True,1006.html,False
Q5597308,Nils Fredrik Biberg,434,1776-01-20T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/434.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/434.html,True,434.html,False
Q5602780,Gunnar Carlquist,635,1889-02-03T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/635.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/635.html,True,635.html,False
Q5609612,Samuel Clason,530,1867-06-23T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/530.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/530.html,True,530.html,False
Q5629505,Richard Ekblom,577,1874-10-30T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/577.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/577.html,True,577.html,False
Q5699785,Henrik Cornell,615,1890-05-05T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/615.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/615.html,True,615.html,False
Q5731679,Peter M. Fischer,209,1946-01-01T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/209.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/209.html,True,209.html,False
Q5744327,Sigurd Fries,54,1924-04-22T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/54.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/54.html,True,54.html,False
Q5912331,Adolf Kjellström,1089,1834-10-03T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/1089.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/1089.html,True,1089.html,False
Q5923969,Åke Kromnow,691,1914-05-21T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/691.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/691.html,True,691.html,False
Q5937977,Lars Larsson,82,1947-04-13T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/82.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/82.html,True,82.html,False
Q5954415,Johannes Lindblom,996,1882-06-07T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/996.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/996.html,True,996.html,False
Q5968030,Carl Johan Lundvall,455,1775-08-12T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/455.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/455.html,True,455.html,False
Q5969151,Frits Läffler,522,1847-11-15T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/522.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/522.html,True,522.html,False
Q6014702,Carl Fredric Nordenskiöld den äldre,1049,1702-09-29T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/1049.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/1049.html,True,1049.html,False
Q6021082,Gustaf Näsström,1159,1899-01-02T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/1159.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/1159.html,True,1159.html,False
Q6027483,Martin Olsson,594,1886-04-30T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/594.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/594.html,True,594.html,False
Q6027612,Nils William Olsson,1373,1909-06-11T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/1373.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/1373.html,True,1373.html,False
Q6060402,Wlodek Rabinowicz,112,1947-01-14T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/112.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/112.html,True,112.html,False
Q6066366,Gustaf Regnér,432,1748-10-11T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/432.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/432.html,True,432.html,False
Q6083142,Olof Ruin,116,1927-11-08T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/116.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/116.html,True,116.html,False
Q6085718,Johan Erik Rydqvist,467,1800-10-20T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/467.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/467.html,True,467.html,False
Q6086089,Göran Rystad,117,1925-07-31T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/117.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/117.html,True,117.html,False
Q6138872,James Mann,1358,1897-09-23T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/1358.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/1358.html,True,1358.html,False
Q6170345,Adolf Schück,630,1897-02-21T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/630.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/630.html,True,630.html,False
Q6181789,Helmer Smith,578,1882-04-26T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/578.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/578.html,True,578.html,False
Q6190492,Arthur Stille,532,1863-07-16T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/532.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/532.html,True,532.html,False
Q6197241,Gunnar Svahnström,165,1915-08-03T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/165.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/165.html,True,165.html,False
Q6205468,Esaias Tegnér den yngre,487,1843-01-13T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/487.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/487.html,True,487.html,False
Q6239944,Sam Wide,528,1861-10-17T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/528.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/528.html,True,528.html,False
Q7668203,T. D. Kendrick,909,1895-04-01T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/909.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/909.html,True,909.html,False
Q11905856,Antonio Griera y Gaja,934,1887-01-17T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/934.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/934.html,True,934.html,False
Q12309862,Else Kai Sass,973,1912-01-06T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/973.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/973.html,True,973.html,False
Q16650018,Fredrik Nordin,524,1852-05-07T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/524.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/524.html,True,524.html,False
Q18237382,Olof Arngart,997,1905-04-15T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/997.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/997.html,True,997.html,False
Q19721274,Johan Wahlfisk,1068,1842-08-15T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/1068.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/1068.html,True,1068.html,False
Q19976002,Gunn Johansson,75,1941-07-11T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/75.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/75.html,True,75.html,False
Q19976292,Franz Blatt,969,1903-08-31T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/969.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/969.html,True,969.html,False
Q27902128,Berndt Brehmer,39,1940-05-11T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/39.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/39.html,True,39.html,False
Q27996914,Arne Vidar Rudolf Christensen,151,1919-06-03T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/151.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/151.html,True,151.html,False
Q27996920,Sven Ronald Gustavsson,59,1938-06-01T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/59.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/59.html,True,59.html,False
Q27997012,Arvid Viktor Zetterling,1130,1865-05-29T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/1130.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/1130.html,True,1130.html,False
Q27997033,Johan Enequist,1019,1787-12-12T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/1019.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/1019.html,True,1019.html,False
Q27997037,Morten Nøjgaard,196,1934-07-28T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/196.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/196.html,True,196.html,False
Q27997047,Levin Christian Wiede,1015,1804-10-11T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/1015.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/1015.html,True,1015.html,False
Q29341958,Lars Ulf Johansson Stiernstedt,1219,1909-01-10T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/1219.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/1219.html,True,1219.html,False
Q29341966,Karl Rencke,1190,1892-10-23T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/1190.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/1190.html,True,1190.html,False
Q29342002,Emanuel Thure Cederström,1050,1848-07-10T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/1050.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/1050.html,True,1050.html,False
Q29342005,Ludvig Palmgren,1044,1844-03-28T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/1044.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/1044.html,True,1044.html,False
Q29342007,Jean-Pierre Mousson-Lestang,992,1934-01-21T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/992.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/992.html,True,992.html,False
Q29342013,Per Vilhelm Lundström,738,1922-10-03T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/738.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/738.html,True,738.html,False
Q29342018,Bernhard Julius Lewin,676,1903-11-16T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/676.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/676.html,True,676.html,False
Q29342040,Richard Whitley,203,1944-09-30T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/203.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/203.html,True,203.html,False
Q29342045,Rune Åberg,144,1942-10-06T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/144.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/144.html,True,144.html,False
Q78894,Manfred Bietak,170,1940-10-06T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/170.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/170.html,True,170.html,False
Q102139,Margrethe II av Danmark,213,1940-04-16T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/213.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/213.html,True,213.html,False
Q159723,Nathan Söderblom,365,1866-01-15T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/365.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/365.html,True,365.html,False
Q321521,Fredrik Ferdinand Carlson,338,1811-06-13T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/338.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/338.html,True,338.html,False
Q329349,Jean Leclant,188,1920-08-08T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/188.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/188.html,True,188.html,False
Q337043,Randolph Quirk,199,1920-07-12T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/199.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/199.html,True,199.html,False
Q366765,Esaias Tegnér,307,1782-11-13T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/307.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/307.html,True,307.html,False
Q525663,Anton Niklas Sundberg,333,1818-05-27T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/333.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/333.html,True,333.html,False
Q640991,Gustaf Retzius,353,1842-10-17T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/353.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/353.html,True,353.html,False
Q660553,François-Auguste Mignet,1270,1796-05-08T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/1270.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/1270.html,True,1270.html,False
Q741054,Christopher Holmboe,339,1796-03-19T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/339.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/339.html,True,339.html,False
Q873005,Domenico Lo Faso Pietrasanta,1258,1783-02-21T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/1258.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/1258.html,True,1258.html,False
Q930758,Carl von Rosenstein,273,1766-05-13T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/273.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/273.html,True,273.html,False
Q943803,Uno von Troil,253,1746-02-24T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/253.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/253.html,True,253.html,False
Q949175,Sture Allén,17,1928-12-31T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/17.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/17.html,True,17.html,False
Q1039853,Carl Möller,362,1857-04-20T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/362.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/362.html,True,362.html,False
Q1040670,Carl Snoilsky,348,1841-09-08T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/348.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/348.html,True,348.html,False
Q1157217,Dagfinn Føllesdal,178,1932-06-22T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/178.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/178.html,True,178.html,False
Q1243694,Fritz Paul,198,1942-04-04T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/198.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/198.html,True,198.html,False
Q1555418,August Gustaf Eisen,1135,1847-08-02T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/1135.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/1135.html,True,1135.html,False
Q1603725,Helmut Jäger,183,1923-06-27T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/183.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/183.html,True,183.html,False
Q1613210,Johan Gabriel Oxenstierna,256,1750-07-19T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/256.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/256.html,True,256.html,False
Q2268637,"Prinsessan Christina, fru Magnuson",1399,1943-08-03T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/1399.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/1399.html,True,1399.html,False
Q2349252,Johan Reinhold Aspelin,1301,1842-08-01T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/1301.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/1301.html,True,1301.html,False
Q3083698,François-Xavier Dillmann,176,1949-11-27T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/176.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/176.html,True,176.html,False
Q3916765,Fredrik Wachtmeister,360,1855-02-10T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/360.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/360.html,True,360.html,False
Q4569362,Mathias Rosenblad,266,1758-06-23T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/266.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/266.html,True,266.html,False
Q4582212,Aleksander Kan,157,1925-10-31T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/157.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/157.html,True,157.html,False
Q4916293,Birgitta Fritz,155,1935-01-31T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/155.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/155.html,True,155.html,False
Q4938540,Brita Bergman,28,1946-03-30T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/28.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/28.html,True,28.html,False
Q4940233,Ragnhild Boström,150,1917-11-01T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/150.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/150.html,True,150.html,False
Q4970779,Birgitta Odén,107,1921-08-11T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/107.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/107.html,True,107.html,False
Q5542416,Rolf Adamson,15,1927-10-25T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/15.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/15.html,True,15.html,False
Q5545710,Bertil Albrektson,16,1929-09-27T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/16.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/16.html,True,16.html,False
Q5547221,Göran Alm,214,1945-09-10T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/214.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/214.html,True,214.html,False
Q5547358,Bertil Almgren,18,1918-09-27T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/18.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/18.html,True,18.html,False
Q5554562,Greger Andersson,20,1952-08-06T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/20.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/20.html,True,20.html,False
Q5556122,Thorsten Andersson,22,1929-02-23T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/22.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/22.html,True,22.html,False
Q5556654,Anders Andrén,23,1952-05-07T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/23.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/23.html,True,23.html,False
Q5559995,Peter Aronsson,2,1959-04-28T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/2.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/2.html,True,2.html,False
Q5567167,Jean-François Battail,169,1939-02-08T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/169.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/169.html,True,169.html,False
Q5577315,Per Bjurström,29,1928-03-28T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/29.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/29.html,True,29.html,False
Q5581559,Gustaf Bonde,229,1682-04-06T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/229.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/229.html,True,229.html,False
Q5583374,Anders af Botin,236,1724-03-15T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/236.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/236.html,True,236.html,False
Q5586654,Stefan Brink,33,1952-07-26T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/33.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/33.html,True,33.html,False
Q5588684,Nils G. Bruzelius,1033,1826-04-28T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/1033.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/1033.html,True,1033.html,False
Q5591451,Samuel Byrskog,222,1957-03-13T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/222.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/222.html,True,222.html,False
Q5726689,Mohammad Fazlhashemi,219,1961-10-21T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/219.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/219.html,True,219.html,False
Q5729302,Eric Festin,1115,1878-10-12T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/1115.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/1115.html,True,1115.html,False
Q5786852,Carl Gustaf Hammarskjöld,349,1865-04-22T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/349.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/349.html,True,349.html,False
Q5880547,Arne Jarrick,1388,1952-11-22T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/1388.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/1388.html,True,1388.html,False
Q5930787,Magnus Lagerberg,1070,1844-03-13T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/1070.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/1070.html,True,1070.html,False
Q5933728,Lars Landgren,336,1810-04-14T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/336.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/336.html,True,336.html,False
Q5961497,Claes Johan Ljungström,1036,1819-07-25T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/1036.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/1036.html,True,1036.html,False
Q5974619,Christopher Manderström,239,1727-12-02T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/239.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/239.html,True,239.html,False
Q5999630,Janken Myrdal,102,1949-11-04T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/102.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/102.html,True,102.html,False
Q6011903,Sten Åke Nilsson,104,1936-04-09T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/104.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/104.html,True,104.html,False
Q6062282,Malte Ramel,251,1747-05-27T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/251.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/251.html,True,251.html,False
Q6093380,Sven Sandström,121,1927-02-26T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/121.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/121.html,True,121.html,False
Q6169392,Elis Schröderheim,259,1747-03-26T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/259.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/259.html,True,259.html,False
Q6170614,Anders Schönberg den yngre,241,1737-10-07T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/241.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/241.html,True,241.html,False
Q6184994,Gustaf Sparre,314,1802-09-04T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/314.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/314.html,True,314.html,False
Q6197800,Johan Svedjedal,132,1956-01-01T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/132.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/132.html,True,132.html,False
Q6197800,Johan Svedjedal,132,1956-06-29T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/132.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/132.html,True,132.html,False
Q6198160,Sven G. Svenson,1227,1919-09-29T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/1227.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/1227.html,True,1227.html,False
Q6201336,Pehr Arvid Säve,344,1811-04-19T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/344.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/344.html,True,344.html,False
Q6202417,Knut Fredrik Söderwall,359,1842-01-01T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/359.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/359.html,True,359.html,False
Q6233989,Johan Otto Wedberg,343,1826-03-31T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/343.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/343.html,True,343.html,False
Q6247226,Johan Wrede,205,1935-10-18T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/205.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/205.html,True,205.html,False
Q6255717,Mats Åmark,1151,1882-02-24T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/1151.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/1151.html,True,1151.html,False
Q6256396,Fridolf Ödberg,1088,1845-02-14T00:00:00Z,https://www.vitterhetsakademien.se/ledamoter/ledamoter/1088.html,404,https://www.vitterhetsakademien.se/ledamoter/ledamoter/1088.html,True,1088.html,False
