,WikidataID,authorid,full_name,wd_hos_Litteraturbanken,authorid_norm,show,updated,imported,librisid,WD_Litteraturbanken
4495,,BakK,Krzysztof Bak,,BakK,True,2023-11-27,2021-06-28,,Litterturbanken_only
4491,,SjöstrandA,Anna Sjöstrand,,SjostrandA,True,2023-11-27,2021-08-30,,Litterturbanken_only
4488,,SchéeleG,Georg von Schéele,,ScheeleG,True,2023-11-27,2021-10-04,,Litterturbanken_only
4486,,JanzonN,Nils Janzon,,JanzonN,True,2023-11-27,2021-10-04,,Litterturbanken_only
4485,,OhlssonJ,Johan Ohlsson,,OhlssonJ,True,2023-11-27,2021-10-04,,Litterturbanken_only
4480,,RistellCF,Carl Fredrik Ristell,,RistellCF,True,2023-11-27,2021-10-26,,Litterturbanken_only
4477,,FahlgrénCI,Carl Isaac Fahlgrén,,FahlgrenCI,True,2023-11-27,2021-11-01,,Litterturbanken_only
4476,,ValbäckFJ,Frans Johan Valbäck,,ValbackFJ,True,2023-11-27,2021-11-29,gdsvzxn032qd1hm,Litterturbanken_only
4474,,EkKarl,Karl Ek,,EkKarl,True,2023-11-27,2021-11-29,,Litterturbanken_only
4472,,BrattEA,Erland Axel Bratt,,BrattEA,True,2023-11-27,2021-11-29,,Litterturbanken_only
4471,,BruzeliusV,Viktor Bruzelius,,BruzeliusV,True,2023-11-27,2021-11-29,,Litterturbanken_only
4622,,LundgrenElam,Elam Lundgren,,LundgrenElam,True,2023-11-27,2021-03-01,,Litterturbanken_only
4623,,NilssonAlexander,Alexander Nilsson,,NilssonAlexander,True,2023-11-27,2021-03-01,,Litterturbanken_only
4625,,NybergS,Sigfrid Nyberg,,NybergS,True,2023-11-27,2021-03-01,,Litterturbanken_only
4626,,TersmedenM,Minna Tersmeden,,TersmedenM,True,2023-11-27,2021-03-01,,Litterturbanken_only
4759,,Anonym,Anonym,,Anonym,True,2023-11-27,2007-06-18,,Litterturbanken_only
4732,,SellingAM,A. M. Selling,,SellingAM,True,2023-11-27,2017-09-23,,Litterturbanken_only
4731,,NejmanAC,A. C. Nejman,,NejmanAC,True,2023-11-27,2017-09-24,,Litterturbanken_only
4719,,MartiniCC,Canutus Martini Carelius,,MartiniCC,True,2023-11-27,2018-08-27,,Litterturbanken_only
4653,,HolthusenCJ,Carl Johan von Holthusen,,HolthusenCJ,True,2023-11-27,2020-09-21,,Litterturbanken_only
4649,,JohannessonPJ,Petter Johan Johannesson,,JohannessonPJ,True,2023-11-27,2020-11-13,,Litterturbanken_only
4644,,TengbergA,Alexis Tengberg,,TengbergA,True,2023-11-27,2021-03-01,,Litterturbanken_only
4643,,BååthGM,Georg Martin Bååth,,BaathGM,True,2023-11-27,2021-03-01,,Litterturbanken_only
4642,,GällstedtPJ,Per Johan Gällstedt,,GallstedtPJ,True,2023-11-27,2021-03-01,,Litterturbanken_only
4641,,EriksonAP,Anders Peter Erikson,,EriksonAP,True,2023-11-27,2021-03-01,,Litterturbanken_only
4639,,LinderM,Marie Linder,,LinderM,True,2023-11-27,2021-03-01,,Litterturbanken_only
4638,,HallenborgECFFL,Eleonora Charlotta Filippina Fredrika Lovisa Hallenborg,,HallenborgECFFL,True,2023-11-27,2021-03-01,,Litterturbanken_only
4637,,CarlénCS,Christina Serafia Carlén,,CarlenCS,True,2023-11-27,2021-03-01,,Litterturbanken_only
4635,,BlixénA,Amalia Blixén,,BlixenA,True,2023-11-27,2021-03-01,,Litterturbanken_only
4633,,BromanPG,Pehr Gustaf Broman,,BromanPG,True,2023-11-27,2021-03-01,,Litterturbanken_only
4631,,KnutssonK,Klas Knutsson,,KnutssonK,True,2023-11-27,2021-03-01,,Litterturbanken_only
4630,,MalmströmKR,Karl Robert Malmström,,MalmstromKR,True,2023-11-27,2021-03-01,,Litterturbanken_only
4629,,SchantzO,Otto von Schantz,,SchantzO,True,2023-11-27,2021-03-01,,Litterturbanken_only
4628,,NylanderCW,Conrad Wilhelm Nylander,,NylanderCW,True,2023-11-27,2021-03-01,,Litterturbanken_only
4627,,JunghansS,Sofie Junghans,,JunghansS,True,2023-11-27,2021-03-01,,Litterturbanken_only
4470,,BützowRunquistJG,Johan Gustaf Bützow Runquist,,ButzowRunquistJG,True,2023-11-27,2021-11-29,,Litterturbanken_only
4463,,HyvönenK,Kristina Hyvönen,,HyvonenK,True,2023-11-27,2021-11-29,,Litterturbanken_only
4368,,NygrenJA,Julius August Nygren,,NygrenJA,True,2023-11-27,2023-06-01,,Litterturbanken_only
4386,,WainL,Louis Wain,,WainL,True,2023-11-27,2023-04-24,,Litterturbanken_only
4402,,LarsenA,Anders Larsen,,LarsenA,True,2023-11-27,2023-04-24,,Litterturbanken_only
4401,,LundiusNA,Nicolaus Andreas Lundius,,LundiusNA,True,2023-11-27,2023-04-24,,Litterturbanken_only
4400,,HoffJO,Johan Otto Hoff,,HoffJO,True,2023-11-27,2023-04-24,,Litterturbanken_only
4399,,SvenskJA,Johan Adolf Svensk,,SvenskJA,True,2023-11-27,2023-04-24,,Litterturbanken_only
4398,,HuldtH,Hampus Huldt,,HuldtH,True,2023-11-27,2023-04-24,,Litterturbanken_only
4397,,DrakeS,Sigrid Drake,,DrakeS,True,2023-11-27,2023-04-24,,Litterturbanken_only
4396,,SvartengrenT,Teodor Svartengren,,SvartengrenT,True,2023-11-27,2023-04-24,,Litterturbanken_only
4395,,WesterK,Karl Wester,,WesterK,True,2023-11-27,2023-04-24,,Litterturbanken_only
4394,,LönnegrenAV,August Valfrid Lönnegren,,LonnegrenAV,True,2023-11-27,2023-04-24,,Litterturbanken_only
4393,,BolauH,Heinrich Bolau,,BolauH,True,2023-11-27,2023-04-24,,Litterturbanken_only
4392,,BäckmanJ,Jonas Bäckman,,BackmanJ,True,2023-11-27,2023-04-24,,Litterturbanken_only
4391,,BörjesonHj,Hjalmar Börjeson,,BorjesonHj,True,2023-11-27,2023-04-24,,Litterturbanken_only
4383,,McCarthyJH,Justin Huntly McCarthy,,McCarthyJH,True,2023-11-27,2023-06-01,,Litterturbanken_only
4462,,WestmanH,Hans Westman,,WestmanH,True,2023-11-27,2021-11-29,,Litterturbanken_only
4382,,MelstedI,Ingemar von Melsted,,MelstedI,True,2023-11-27,2023-06-01,,Litterturbanken_only
4381,,WennerbergE,Edvard Wennerberg,,WennerbergE,True,2023-11-27,2023-06-01,,Litterturbanken_only
4378,,LovisinCGG,Carl G. G. Lovisin,,LovisinCGG,True,2023-11-27,2023-06-01,,Litterturbanken_only
4377,,HäthénJA,Johan Anselm Häthén,,HathenJA,True,2023-11-27,2023-06-01,,Litterturbanken_only
4376,,BonathHL,Heinrich Ludwig Bonath,,BonathHL,True,2023-11-27,2023-06-01,,Litterturbanken_only
4375,,HansenAd,Adolf Hansen,,HansenAd,True,2023-11-27,2023-06-01,,Litterturbanken_only
4374,,LevinAH,August Henrik Levin,,LevinAH,True,2023-11-27,2023-06-01,,Litterturbanken_only
4373,,SöderbomASE,Anton Samuel Ernst Söderbom,,SoderbomASE,True,2023-11-27,2023-06-01,,Litterturbanken_only
4372,,SöderlingJN,Johan Niklas Söderling,,SoderlingJN,True,2023-11-27,2023-06-01,,Litterturbanken_only
4371,,WadmanKV,Karl Vilhelm Wadman,,WadmanKV,True,2023-11-27,2023-06-01,,Litterturbanken_only
4370,,ÅbjörnsonW,William Åbjörnson,,AbjornsonW,True,2023-11-27,2023-06-01,,Litterturbanken_only
4369,,ZaarLCG,Ludvig Christofer Gustaf Zaar,,ZaarLCG,True,2023-11-27,2023-06-01,,Litterturbanken_only
4403,,AndersL,Ludwig Anders,,AndersL,True,2023-11-27,2023-03-27,,Litterturbanken_only
4405,,TörnerJM,Johan Mauritz Törner,,TornerJM,True,2023-11-27,2023-03-27,,Litterturbanken_only
4408,,VestlingerJL,Johanna Leontina Vestlinger,,VestlingerJL,True,2023-11-27,2023-03-27,,Litterturbanken_only
4409,,DahlgrenA,Alta Dahlgren,,DahlgrenA,True,2023-11-27,2023-03-27,,Litterturbanken_only
4461,,WilénF,Fritz Wilén,,WilenF,True,2023-11-27,2021-11-29,,Litterturbanken_only
4460,,NordlundJ,Johan Nordlund,,NordlundJ,True,2023-11-27,2021-11-29,,Litterturbanken_only
4459,,StålhandskeG,Gustaf Stålhandske,,StalhandskeG,True,2023-11-27,2021-11-29,,Litterturbanken_only
4457,,BurlinO,Olle Burlin,,BurlinO,True,2023-11-27,2022-01-31,,Litterturbanken_only
4456,,WredenbergG,Göran Wredenberg,,WredenbergG,True,2023-11-27,2022-01-31,,Litterturbanken_only
4455,,IvendorffCJ,Carl Johan Ivendorff,,IvendorffCJ,True,2023-11-27,2022-02-28,,Litterturbanken_only
4453,,EngströmAgnes,Agnes Engström,,EngstromAgnes,True,2023-11-27,2022-03-28,,Litterturbanken_only
4452,,GrönwallW,Wilhelmina Grönwall,,GronwallW,True,2023-11-27,2022-03-28,,Litterturbanken_only
4451,,SundeliusCH,Carl Herman Sundelius,,SundeliusCH,True,2023-11-27,2022-03-28,,Litterturbanken_only
4450,,BergenströmAJ,A. J. Bergenström,,BergenstromAJ,True,2023-11-27,2022-03-28,,Litterturbanken_only
4449,,KöppelE,Emmy Köppel,,KoppelE,True,2023-11-27,2022-03-28,,Litterturbanken_only
4448,,BollstenJC,Johan Christian Bollsten,,BollstenJC,True,2023-11-27,2022-03-28,,Litterturbanken_only
4446,,MalmKV,Kristian Vilhelm Malm,,MalmKV,True,2023-11-27,2022-04-25,,Litterturbanken_only
4444,,KihlbergT,Emil Adolf Theodor Kihlberg,,KihlbergT,True,2023-11-27,2022-04-25,,Litterturbanken_only
4442,,GrossA,Amalie von Gross,,GrossA,True,2023-11-27,2022-04-25,,Litterturbanken_only
4441,,LindqvistT,Thure Lindqvist,,LindqvistT,True,2023-11-27,2022-05-30,,Litterturbanken_only
4438,,JohnsonA,August Johnson,,JohnsonA,True,2023-11-27,2022-06-27,,Litterturbanken_only
4433,,GyllensvärdS,Sven Gyllensvärd,,GyllensvardS,True,2023-11-27,2022-08-22,,Litterturbanken_only
4432,,WallénA,Anders Wallén,,WallenA,True,2023-11-27,2022-08-22,,Litterturbanken_only
4425,,BengtssonH,Hans Bengtsson,,BengtssonH,True,2023-11-27,2022-09-19,,Litterturbanken_only
4417,,LorentzonN,Nils Lorentzon,,LorentzonN,True,2023-11-27,2023-03-27,,Litterturbanken_only
4415,,FlinkA,August Flink,,FlinkA,True,2023-11-27,2023-03-27,,Litterturbanken_only
4413,,SjöbergED,Edvard Daniel Sjöberg,,SjobergED,True,2023-11-27,2023-03-27,,Litterturbanken_only
4412,,GleerupN,Nils Gleerup,,GleerupN,True,2023-11-27,2023-03-27,,Litterturbanken_only
4318,,RedtzH,Hilma Redtz,,RedtzH,True,2023-10-30,2023-10-30,,Litterturbanken_only
4319,,CarlssonC,Carl Carlsson,,CarlssonC,True,2023-10-30,2023-10-30,,Litterturbanken_only
4321,,BergerJ,Johannes Berger,,BergerJ,True,2023-10-30,2023-10-30,,Litterturbanken_only
4317,,WikJC,J. C. Wik,,WikJC,True,2023-10-30,2023-10-30,,Litterturbanken_only
4323,,WezeliusEP,E. P. Wezelius,,WezeliusEP,True,2023-10-30,2023-10-30,,Litterturbanken_only
4328,,WallinRW,R. W. Wallin,,WallinRW,True,2023-09-25,2023-09-25,,Litterturbanken_only
4329,,NormanE,Erik Norman,,NormanE,True,2023-09-25,2023-09-25,,Litterturbanken_only
4330,,RüdlingJG,Johann Georg Rüdling,,RudlingJG,True,2023-09-25,2023-09-25,,Litterturbanken_only
4331,,LundströmIngeborg,Ingeborg Lundström,,LundstromIngeborg,True,2023-09-25,2023-09-25,,Litterturbanken_only
4332,,KunglSamfundet,Kungliga Samfundet för utgivande av handskrifter rörande Skandinaviens historia,,KunglSamfundet,True,2023-09-25,2023-09-25,,Litterturbanken_only
4720,,EdelfeltJC,"Johanna Catharina Edelfelt, f. Benzelstjerna",,EdelfeltJC,True,2023-09-05,2018-08-27,,Litterturbanken_only
4342,,EngbergPJ,P. J. Engberg,,EngbergPJ,True,2023-08-28,2023-08-28,,Litterturbanken_only
4341,,HedmanCG,C. G. Hedman,,HedmanCG,True,2023-08-28,2023-08-28,,Litterturbanken_only
4340,,DanielssonKE,K. E. Danielsson,,DanielssonKE,True,2023-08-28,2023-08-28,,Litterturbanken_only
4338,,AsklundM,Maria Asklund,,AsklundM,True,2023-08-28,2023-08-28,,Litterturbanken_only
4339,,HagbergJA,J. A. Hagberg,,HagbergJA,True,2023-08-28,2023-08-28,,Litterturbanken_only
4756,,AfzeliusE,Elin Afzelius,,AfzeliusE,True,2023-08-28,2014-02-11,,Litterturbanken_only
4356,,BlumF,Fredrique Blum,,BlumF,True,2023-06-26,2023-06-26,,Litterturbanken_only
4357,,GranbergJ,Johan Granberg,,GranbergJ,True,2023-06-26,2023-06-26,,Litterturbanken_only
4380,,NorbergA,Augusta Norberg,,NorbergA,True,2023-06-01,2023-06-01,,Litterturbanken_only
4379,,SvenssonE,Erik Svensson,,SvenssonE,True,2023-06-01,2023-06-01,,Litterturbanken_only
4366,,HallénB,Birger Hallén,,HallenB,True,2023-06-01,2023-06-01,,Litterturbanken_only
4443,,GranlundOF,O. F. Granlund,,GranlundOF,True,2023-06-01,2022-04-25,,Litterturbanken_only
4445,,LindströmL,Lars Lindström,,LindstromL,True,2023-06-01,2022-04-25,,Litterturbanken_only
4447,,BergströmOE,Ottilia E:a Bergström,,BergstromOE,True,2023-06-01,2022-04-25,,Litterturbanken_only
4454,,BergerVL,V. L. Berger,,BergerVL,True,2023-06-01,2022-03-28,,Litterturbanken_only
4367,,GilleE,Elsa Gille,,GilleE,True,2023-06-01,2023-06-01,,Litterturbanken_only
4390,,BrandtE,Erastus Brandt,,BrandtE,True,2023-04-24,2023-04-24,,Litterturbanken_only
4389,,LindströmJA,J. A. Lindström,,LindstromJA,True,2023-04-24,2023-04-24,,Litterturbanken_only
4388,,NilssonNC,Nils Christer Nilsson,,NilssonNC,True,2023-04-24,2023-04-24,,Litterturbanken_only
4387,,GranholmJ,J. Granholm,,GranholmJ,True,2023-04-24,2023-04-24,,Litterturbanken_only
4384,,KarlénS,Sven Karlén,,KarlenS,True,2023-04-24,2023-04-24,,Litterturbanken_only
4385,,SaraE,Elna Sara,,SaraE,True,2023-04-24,2023-04-24,,Litterturbanken_only
4416,,JohansonA,Albert Johanson,,JohansonA,True,2023-03-27,2023-03-27,,Litterturbanken_only
4404,,SundborgJW,Johan Wilhelm Sundborg,,SundborgJW,True,2023-03-27,2023-03-27,,Litterturbanken_only
4406,,BeroniusB,Berndt Beronius,,BeroniusB,True,2023-03-27,2023-03-27,,Litterturbanken_only
4509,,BeerO,Octavio Beer,,BeerO,True,2023-03-27,2021-05-31,,Litterturbanken_only
4414,,EngbomJF,John Fredrik Engbom,,EngbomJF,True,2023-03-27,2023-03-27,,Litterturbanken_only
4419,,HedbergFredrik,Fredrik Hedberg,,HedbergFredrik,True,2023-03-27,2023-03-27,,Litterturbanken_only
4407,,ErikssonEG,Erik Gustaf Eriksson,,ErikssonEG,True,2023-03-27,2023-03-27,,Litterturbanken_only
4410,,AllvarssonA,Anders Allvarsson,,AllvarssonA,True,2023-03-27,2023-03-27,,Litterturbanken_only
4594,,RussbergJA,Johan Albert Russberg,,RussbergJA,True,2023-03-27,2021-03-01,,Litterturbanken_only
4411,,LindqvistUL,Uno Leopold Lindqvist,,LindqvistUL,True,2023-03-27,2023-03-27,,Litterturbanken_only
4420,,WesterstrandA,Adolf Westerstrand,,WesterstrandA,True,2023-03-27,2023-03-27,,Litterturbanken_only
4418,,JamesD,D. James,,JamesD,True,2023-03-27,2023-03-27,,Litterturbanken_only
4421,,AlténF,Fredrika Altén,,AltenF,True,2023-02-27,2023-02-27,,Litterturbanken_only
4423,,AnderssonL,L. Andersson,,AnderssonL,True,2023-01-30,2023-01-30,,Litterturbanken_only
4424,,AndrénO,Olof Andrén,,AndrenO,True,2022-10-24,2022-10-24,,Litterturbanken_only
4426,,HulthJ,Johan Hulth,,HulthJ,True,2022-09-19,2022-09-19,,Litterturbanken_only
4427,,SundqvistEW,E. W. Sundqvist,,SundqvistEW,True,2022-09-19,2022-09-19,,Litterturbanken_only
4428,,PetterssonG,Gustaf Pettersson,,PetterssonG,True,2022-09-19,2022-09-19,,Litterturbanken_only
4429,,DahlbergJ,Johan Dahlberg,,DahlbergJ,True,2022-09-19,2022-09-19,,Litterturbanken_only
4430,,Sköldström,"Sköldström, sjökapten",,Skoldstrom,True,2022-08-22,2022-08-22,,Litterturbanken_only
4431,,MalmgrenVE,V. E. Malmgren,,MalmgrenVE,True,2022-08-22,2022-08-22,,Litterturbanken_only
4436,,SchönAugust,August Schön,,SchonAugust,True,2022-06-27,2022-06-27,,Litterturbanken_only
4435,,LindbladA,Adolf Lindblad,,LindbladA,True,2022-06-27,2022-06-27,,Litterturbanken_only
4434,,ArnoE,Emil Arno,,ArnoE,True,2022-06-27,2022-06-27,,Litterturbanken_only
4439,,VesterAB,A. B. Vester,,VesterAB,True,2022-06-27,2022-06-27,,Litterturbanken_only
4440,,StenholmC,Carl Stenholm,,StenholmC,True,2022-05-30,2022-05-30,,Litterturbanken_only
4726,,HadorphJdy,Johan Hadorph den yngre,,HadorphJdy,True,2022-04-25,2018-05-10,,Litterturbanken_only
4595,,BäckmanNP,Nils P. Bäckman,,BackmanNP,True,2022-03-10,2021-03-01,,Litterturbanken_only
4458,,AhrenbergB,Bertha Ahrenberg,,AhrenbergB,True,2022-01-31,2022-01-31,,Litterturbanken_only
4465,,ÖstergrenPJ,P. J. Östergren,,OstergrenPJ,True,2021-11-29,2021-11-29,,Litterturbanken_only
4473,,BruzeliusKV,Karl Viktor Bruzelius,,BruzeliusKV,True,2021-11-29,2021-11-29,,Litterturbanken_only
4475,,SandsjöFO,F. O. Sandsjö,,SandsjoFO,True,2021-11-29,2021-11-29,,Litterturbanken_only
4469,,HultgrenG,Gustaf Hultgren,,HultgrenG,True,2021-11-29,2021-11-29,,Litterturbanken_only
4468,,WahlströmOF,Oscar Frithiof Wahlström,,WahlstromOF,True,2021-11-29,2021-11-29,,Litterturbanken_only
4506,,NyholmCA,Carl Gustaf Agathon Nyholm,,NyholmCA,True,2021-11-29,2021-05-31,,Litterturbanken_only
4467,,TorénRW,Rudolf Wilhelm Torén,,TorenRW,True,2021-11-29,2021-11-29,,Litterturbanken_only
4466,,BergstenR,Richard Bergsten,,BergstenR,True,2021-11-29,2021-11-29,,Litterturbanken_only
4487,,EngströmCA,C. A. Engström,,EngstromCA,True,2021-11-24,2021-10-04,,Litterturbanken_only
4479,,RipaE,Ernst Ripa,,RipaE,True,2021-11-01,2021-11-01,,Litterturbanken_only
4478,,HjelmR,Runo Hjelm,,HjelmR,True,2021-11-01,2021-11-01,,Litterturbanken_only
4481,,SpetzJW,J.W. Spetz,,SpetzJW,True,2021-10-26,2021-10-26,,Litterturbanken_only
4757,,SveLitt,Svenska Litteratursällskapet,,SveLitt,True,2021-10-19,2014-01-20,,Litterturbanken_only
4489,,QvistO,O. Qvist,,QvistO,True,2021-10-06,2021-10-04,,Litterturbanken_only
4490,,NilssonL,Lars Nilsson,,NilssonL,True,2021-10-04,2021-10-04,,Litterturbanken_only
4483,,EngelbertR,Rolf Engelbert,,EngelbertR,True,2021-10-04,2021-10-04,,Litterturbanken_only
4482,,BerglundA,Alrik Berglund,,BerglundA,True,2021-10-04,2021-10-04,,Litterturbanken_only
4484,,AnderssonJ,J. Andersson,,AnderssonJ,True,2021-10-04,2021-10-04,,Litterturbanken_only
4494,,ÅkerbergS,Sven Åkerberg,,AkerbergS,True,2021-08-30,2021-08-30,,Litterturbanken_only
4493,,HahnC,C. von Hahn,,HahnC,True,2021-08-30,2021-08-30,,Litterturbanken_only
4492,,SundgrenF,Fritz Sundgren,,SundgrenF,True,2021-08-30,2021-08-30,,Litterturbanken_only
4498,,LingS,Sven Ling,,LingS,True,2021-06-28,2021-06-28,,Litterturbanken_only
4497,,PeterssonS,Svante Petersson,,PeterssonS,True,2021-06-28,2021-06-28,,Litterturbanken_only
4499,,MonténRA,R. A. Montén,,MontenRA,True,2021-06-28,2021-06-28,,Litterturbanken_only
4496,,HjorthE,Ellis Hjorth,,HjorthE,True,2021-06-28,2021-06-28,,Litterturbanken_only
4507,,StenbergA,August Stenberg,,StenbergA,True,2021-05-31,2021-05-31,,Litterturbanken_only
4505,,FischerT,Theodor Fischer,,FischerT,True,2021-05-31,2021-05-31,,Litterturbanken_only
4503,,LjunggrenA,Algot Ljunggren,,LjunggrenA,True,2021-05-31,2021-05-31,,Litterturbanken_only
4502,,MeyerA,Albertine Meyer,,MeyerA,True,2021-05-31,2021-05-31,,Litterturbanken_only
4501,,LundbladE,Ernst Lundblad,,LundbladE,True,2021-05-31,2021-05-31,,Litterturbanken_only
4500,,VäplingK,Karl Väpling,,VaplingK,True,2021-05-31,2021-05-31,,Litterturbanken_only
4504,,KjellinMG,Mårten Gustaf Kjellin,,KjellinMG,True,2021-05-31,2021-05-31,,Litterturbanken_only
4516,,HolmbergPE,Paul Elis Holmberg,,HolmbergPE,True,2021-05-03,2021-05-03,,Litterturbanken_only
4517,,LindskogJL,J. L. Lindskog,,LindskogJL,True,2021-05-03,2021-05-03,,Litterturbanken_only
4518,,SallanderTR,Thure Reinhold Sallander,,SallanderTR,True,2021-05-03,2021-05-03,,Litterturbanken_only
4515,,HjohlmanHj,Hjalmar Hjohlman,,HjohlmanHj,True,2021-05-03,2021-05-03,,Litterturbanken_only
4514,,SchückElsa,Elsa Schück,,SchuckElsa,True,2021-05-03,2021-05-03,,Litterturbanken_only
4513,,SchückEster,Ester Schück,,SchuckEster,True,2021-05-03,2021-05-03,,Litterturbanken_only
4512,,KjellstedtH,Harald Kjellstedt,,KjellstedtH,True,2021-05-03,2021-05-03,,Litterturbanken_only
4519,,MöllerV,Vilhelm Möller,,MollerV,True,2021-05-03,2021-05-03,,Litterturbanken_only
4521,,MatssonJS,John Sigfrid Matsson,,MatssonJS,True,2021-05-03,2021-05-03,,Litterturbanken_only
4523,,StarckWA,Waldemar August Starck,,StarckWA,True,2021-05-03,2021-05-03,,Litterturbanken_only
4522,,WåhlstrandK,Karin Wåhlstrand,,WahlstrandK,True,2021-05-03,2021-05-03,,Litterturbanken_only
4525,,MelinPE,Per-Erik Melin,,MelinPE,True,2021-05-03,2021-05-03,,Litterturbanken_only
4520,,SchückG,Gerda Schück,,SchuckG,True,2021-05-03,2021-05-03,,Litterturbanken_only
4524,,BechmanH,H. Bechman,,BechmanH,True,2021-05-03,2021-05-03,,Litterturbanken_only
4537,,StrömU,Ulrika Ström,,StromU,True,2021-04-06,2021-04-06,,Litterturbanken_only
4533,,WestergrenG,Georg Westergren,,WestergrenG,True,2021-04-06,2021-04-06,,Litterturbanken_only
4538,,SchillanderH,Hugo Schillander,,SchillanderH,True,2021-04-06,2021-04-06,,Litterturbanken_only
4536,,KnutssonKnut,Knut Knutsson,,KnutssonKnut,True,2021-04-06,2021-04-06,,Litterturbanken_only
4535,,ArnesonR,Rolf Arneson,,ArnesonR,True,2021-04-06,2021-04-06,,Litterturbanken_only
4534,,RobertssonS,Seb. Robertsson,,RobertssonS,True,2021-04-06,2021-04-06,,Litterturbanken_only
4539,,StrömbäckKA,Karl August Strömbäck,,StrombackKA,True,2021-04-06,2021-04-06,,Litterturbanken_only
4532,,SöderbergCJ,Christian Johannes Söderberg,,SoderbergCJ,True,2021-04-06,2021-04-06,,Litterturbanken_only
4531,,ÅkerlundPA,P. A. Åkerlund,,AkerlundPA,True,2021-04-06,2021-04-06,,Litterturbanken_only
4560,,BerndtssonE,Erik Berndtsson,,BerndtssonE,True,2021-03-01,2021-03-01,,Litterturbanken_only
4552,,DanielssonCA,Carl Axel Danielsson,,DanielssonCA,True,2021-03-01,2021-03-01,,Litterturbanken_only
4564,,StolpeM,Mats Stolpe,,StolpeM,True,2021-03-01,2021-03-01,,Litterturbanken_only
4563,,HollertzJP,Johan Peter Hollertz,,HollertzJP,True,2021-03-01,2021-03-01,,Litterturbanken_only
4562,,LindJ,Josephina Lind,,LindJ,True,2021-03-01,2021-03-01,,Litterturbanken_only
4554,,JohanssonDickensSJJ,Sven Johan Julius Johansson-Dickens,,JohanssonDickensSJJ,True,2021-03-01,2021-03-01,,Litterturbanken_only
4555,,LipmansonL,Leopold Lipmanson,,LipmansonL,True,2021-03-01,2021-03-01,,Litterturbanken_only
4558,,PoulssonK,Karl Poulsson,,PoulssonK,True,2021-03-01,2021-03-01,,Litterturbanken_only
4557,,BjelkengrenC,Conrad Bjelkengren,,BjelkengrenC,True,2021-03-01,2021-03-01,,Litterturbanken_only
4556,,ElmgrenW,Wilhelm Elmgren,,ElmgrenW,True,2021-03-01,2021-03-01,,Litterturbanken_only
4553,,DalmanH,Hilda Dalman,,DalmanH,True,2021-03-01,2021-03-01,,Litterturbanken_only
4559,,JohanssonStrickert,Strickert Johansson,,JohanssonStrickert,True,2021-03-01,2021-03-01,,Litterturbanken_only
4610,,PihlströmK,Kalle Pihlström,,PihlstromK,True,2021-03-01,2021-03-01,,Litterturbanken_only
4565,,LjungqvistKO,K. O. Ljungqvist,,LjungqvistKO,True,2021-03-01,2021-03-01,,Litterturbanken_only
4566,,LienhardtA,August Lienhardt,,LienhardtA,True,2021-03-01,2021-03-01,,Litterturbanken_only
4636,,KronaO,Ola Krona,,KronaO,True,2021-03-01,2021-03-01,,Litterturbanken_only
4551,,KemnerGW,Gustaf Wilhelm Kemner,,KemnerGW,True,2021-03-01,2021-03-01,,Litterturbanken_only
4550,,AurellW,Wilhelm Aurell,,AurellW,True,2021-03-01,2021-03-01,,Litterturbanken_only
4549,,BrandtGJW,G. J. W. Brandt,,BrandtGJW,True,2021-03-01,2021-03-01,,Litterturbanken_only
4611,,DjurströmH,H. Djurström,,DjurstromH,True,2021-03-01,2021-03-01,,Litterturbanken_only
4541,,BengtssonJ,Jakob Bengtsson,,BengtssonJ,True,2021-03-01,2021-03-01,,Litterturbanken_only
4542,,SundbergA,Axel Sundberg,,SundbergA,True,2021-03-01,2021-03-01,,Litterturbanken_only
4543,,JahnssonEF,Evald Ferdinand Jahnsson,,JahnssonEF,True,2021-03-01,2021-03-01,,Litterturbanken_only
4544,,EkebohmD,David Ekebohm,,EkebohmD,True,2021-03-01,2021-03-01,,Litterturbanken_only
4545,,SjöbergAC,Anders Conrad Sjöbeck,,SjobergAC,True,2021-03-01,2021-03-01,,Litterturbanken_only
4546,,WörlundA,Augusta Wörlund,,WorlundA,True,2021-03-01,2021-03-01,,Litterturbanken_only
4547,,HerslowGA,G. A. Herslow,,HerslowGA,True,2021-03-01,2021-03-01,,Litterturbanken_only
4548,,LundinAnders,Anders Lundin,,LundinAnders,True,2021-03-01,2021-03-01,,Litterturbanken_only
4567,,DammCA,Carl Ad. Damm,,DammCA,True,2021-03-01,2021-03-01,,Litterturbanken_only
4568,,WesterA,August Wester,,WesterA,True,2021-03-01,2021-03-01,,Litterturbanken_only
4599,,ErikssonEW,E. W. Eriksson,,ErikssonEW,True,2021-03-01,2021-03-01,,Litterturbanken_only
4603,,InbergFL,Fredrik Leonard Inberg,,InbergFL,True,2021-03-01,2021-03-01,,Litterturbanken_only
4614,,PatersonE,Emil Paterson,,PatersonE,True,2021-03-01,2021-03-01,,Litterturbanken_only
4602,,LangeP,Pehr Lange,,LangeP,True,2021-03-01,2021-03-01,,Litterturbanken_only
4601,,BerggrenA,August Berggren,,BerggrenA,True,2021-03-01,2021-03-01,,Litterturbanken_only
4600,,LjungbergEdvard,Edvard Ljungberg,,LjungbergEdvard,True,2021-03-01,2021-03-01,,Litterturbanken_only
4615,,BohlinSAT,S. A. T. Bohlin,,BohlinSAT,True,2021-03-01,2021-03-01,,Litterturbanken_only
