"mid","status","title","url"
"M110630442","ok","File:Albert Ranft SPA2.jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M110630442"
"M110799957","ok","File:Albert Engström SPA.jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M110799957"
"M110838836","ok","File:Albert Cederblad SPA.jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M110838836"
"M110838855","ok","File:Albert Cederblad SPA (cropped).jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M110838855"
"M110853558","ok","File:Albert Björck SPA.jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M110853558"
"M111028729","ok","File:Albrecht Berg-von-Linde SPA.jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M111028729"
"M111028768","ok","File:Albrecht Berg-von-Linde SPA2.jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M111028768"
"M111029000","ok","File:Albrecht Berg-von-Linde, SPA5.jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M111029000"
"M111213707","ok","File:Albert Ericson SPA.jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M111213707"
"M111371329","ok","File:Albert Bonnier SPA.jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M111371329"
"M111371972","ok","File:Albert Rubenson SPA.jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M111371972"
"M111372104","ok","File:Albert rubenson SPA2.jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M111372104"
"M111372152","ok","File:Albert Rubenson SPA3.jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M111372152"
"M111392187","ok","File:Albert Bonnier SPA6.jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M111392187"
"M111392253","ok","File:Albert Bonnier SPA5.jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M111392253"
"M111392315","ok","File:Albert Bonnier SPA8.jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M111392315"
"M111406743","ok","File:Albin Hildebrand SPA.jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M111406743"
"M111409988","ok","File:Albin Hildebrand SPA2.jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M111409988"
"M111479555","ok","File:Albert Ehrensvärd SPA.jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M111479555"
"M111560342","ok","File:Albert Petersson SPA5.jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M111560342"
"M111571976","ok","File:Albert Romare SPA.jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M111571976"
"M111588354","ok","File:Albert Romare SPA (cropped).jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M111588354"
"M111595355","ok","File:Albert Ehrensvärd SPA1.jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M111595355"
"M111595427","ok","File:Albert Ehrensvärd SPA4.jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M111595427"
"M111596819","ok","File:Albert Lindahl SPA.jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M111596819"
"M111596863","ok","File:Albert Lindahl SPA3.jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M111596863"
"M111597012","ok","File:Albin Lind SPA.jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M111597012"
"M111597092","ok","File:Albin Lind SPA2.jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M111597092"
"M111597231","ok","File:Albert Staaff SPA.jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M111597231"
"M111597246","ok","File:Albert Staaff SPA (cropped).jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M111597246"
"M111597306","ok","File:Albert Staaff SPA10.jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M111597306"
"M111603822","ok","File:Albin Dalén SPA.jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M111603822"
"M111603910","ok","File:Albin Dalén SPA (cropped).jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M111603910"
"M111603995","ok","File:Albin Dalén SPA2.jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M111603995"
"M111605286","ok","File:Albert Henneberg SPA.jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M111605286"
"M111605321","ok","File:Albert Henneberg SPA1.jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M111605321"
"M111605400","ok","File:Albert Henneberg SPA1 (cropped).jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M111605400"
"M111607068","ok","File:Al Bergström SPA.jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M111607068"
"M111654757","ok","File:Albert Stenbock SPA.jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M111654757"
"M111654899","ok","File:Albert Stenbock SPA2.jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M111654899"
"M111654924","ok","File:Albert Stenbock SPA2 (cropped).jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M111654924"
"M111655257","ok","File:Albert Öfverholm SPA.jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M111655257"
"M111655372","ok","File:Albert Öfverholm SPA (cropped).jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M111655372"
"M111657999","ok","File:Albin Röjd SPA.jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M111657999"
"M111658140","ok","File:Albin Röjd SPA2.jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M111658140"
"M111811563","ok","File:Albin Tersmeden SPA5.jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M111811563"
"M111983543","ok","File:Albert Taube SPA.jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M111983543"
"M110577632","ok","File:Alfred Backman SPA.jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M110577632"
"M110577698","ok","File:Alfred Backman SPA2.jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M110577698"
"M110577707","ok","File:Alfred Backman SPA2 (cropped).jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M110577707"
"M110680501","ok","File:Alfred Heyman SPA.jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M110680501"
"M110680574","ok","File:Alfred Heyman SPA2.jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M110680574"
"M110984553","ok","File:Alfhild Agrell SPA.jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M110984553"
"M110984622","ok","File:Alfhild Agrell-Martin SPA2.jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M110984622"
"M110984812","ok","File:Alfhild Agrell SPA3.jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M110984812"
"M111028814","ok","File:Albrecht Berg-von-Linde SPA3.jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M111028814"
"M111029046","ok","File:Albrecht Berg-von-Linde SPA6.jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M111029046"
"M111043612","ok","File:Alfred Hedenstierna SPA.jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M111043612"
"M111206410","ok","File:Alf Kjellén SPA.jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M111206410"
"M111206512","ok","File:Alf Kjellén SPA2.jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M111206512"
"M111206696","ok","File:Alf Kjellén SPA3.jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M111206696"
"M111479798","ok","File:Alfred Fock SPA2.jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M111479798"
"M111536095","ok","File:Alfred DeMaré SPA.jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M111536095"
"M111589892","ok","File:Alf Ahlberg SPA.jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M111589892"
"M111589923","ok","File:Alf Ahlberg SPA3.jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M111589923"
"M111589984","ok","File:Alf Ahlberg5 SPA.jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M111589984"
"M111590008","ok","File:Alf Ahlberg SPA6.jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M111590008"
"M111590040","ok","File:Alf Ahlberg SPA7.jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M111590040"
"M111590091","ok","File:Alf Ahlberg SPA8.jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M111590091"
"M111598364","ok","File:Albrekt Almqvist SPA.jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M111598364"
"M111598441","ok","File:Albrekt Almqvist SPA2.jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M111598441"
"M111598509","ok","File:Albrekt Segerstedt SPA.jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M111598509"
"M111598921","ok","File:Albrekt Julius Segerstedt (präst) SPA.jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M111598921"
"M111599744","ok","File:Alexander Skånberg SPA.jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M111599744"
"M111600051","ok","File:Alexis Aminoff SPA2.jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M111600051"
"M111600857","ok","File:Alf Grabe SPA.jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M111600857"
"M111600880","ok","File:Alf Grabe SPA2.jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M111600880"
"M111600884","ok","File:Alf Grabe SPA3.jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M111600884"
"M111600899","ok","File:Alf Grabe SPA4.jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M111600899"
"M111600922","ok","File:Alf Grabe SPA5.jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M111600922"
"M111600945","ok","File:Alf Grabe SPA6.jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M111600945"
"M111601014","ok","File:Alf Grabe SPA15.jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M111601014"
"M111601145","ok","File:Alf Härdelin SPA.jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M111601145"
"M111604631","ok","File:Alf Meyerhöffer SPA.jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M111604631"
"M111604789","ok","File:Alfred Fjelner SPA.jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M111604789"
"M111604872","ok","File:Alfred Fjelner SPA2.jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M111604872"
"M111604896","ok","File:Alfred Fjelner SPA3.jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M111604896"
"M111604984","ok","File:Alfred Fjelner SPA3 (cropped).jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M111604984"
"M111686498","ok","File:Alfred Ahlqvist SPA.jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M111686498"
"M111686517","ok","File:Alfred Ahlqvist SPA (cropped).jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M111686517"
