wd,,score,max,spaid,FirstName,LastName,BirthYear
http://www.wikidata.org/entity/Q1041477,132,35.56882,35.56882,sj9PGLAlnmUAAAAAAB2Oaw,Carl,Zeipel,1793
http://www.wikidata.org/entity/Q6228222,6746,35.486073,35.486073,WQknIBFpuuAAAAAAAAN1Mg,Carl,Wadström,1746
http://www.wikidata.org/entity/Q5962036,5524,35.47956,35.47956,WQknIBFpuuAAAAAAAANekg,Johan,Loccenius,1598
http://www.wikidata.org/entity/Q100443792,4025,35.39513,35.39513,sj9PGLAlnmUAAAAAABKimA,Per,Barnekow,1781
http://www.wikidata.org/entity/Q6082462,6332,35.306755,35.306755,sj9PGLAlnmUAAAAAAB4oPg,Thure,Rudbeck,1806
http://www.wikidata.org/entity/Q14558299,7339,35.07908,35.07908,sj9PGLAlnmUAAAAAAA1mKQ,Elsa,Banér,1634
http://www.wikidata.org/entity/Q38291640,5074,35.07519,35.07519,seuNpYu6DKAAAAAAAABXOg,Giovanni,Lindeberg,1883
http://www.wikidata.org/entity/Q4345728,2030,34.906223,34.906223,NhqpvvI9tpAAAAAAAAAybQ,J,Tengström,1755
http://www.wikidata.org/entity/Q5792685,4681,34.864937,34.864937,sj9PGLAlnmUAAAAAAB4cVQ,Klas,Hasselberg,1848
http://www.wikidata.org/entity/Q5950802,5469,34.716747,34.716747,rkIpfGqHXrAAAAAAAAA1Xw,Pehr,Liedbeck,1802
http://www.wikidata.org/entity/Q346056,551,34.68872,34.68872,sj9PGLAlnmUAAAAAAB4cKw,Carl,Hagberg,1810
http://www.wikidata.org/entity/Q5585717,2380,34.562714,34.562714,seuNpYu6DKAAAAAAAABiBg,Henrik,Bredberg,1819
http://www.wikidata.org/entity/Q4354473,2045,34.46548,34.46548,sj9PGLAlnmUAAAAAAB2Vlg,Gustaf,Mellin,1803
http://www.wikidata.org/entity/Q5767987,4582,34.34499,34.34499,WQknIBFpuuAAAAAAAAN_6Q,Per,Granberg,1770
http://www.wikidata.org/entity/Q2824743,1804,34.224213,34.224213,sj9PGLAlnmUAAAAAAB2V5w,Adolf,Modéer,1739
http://www.wikidata.org/entity/Q6187212,6535,34.19711,34.19711,sj9PGLAlnmUAAAAAAB2XHw,Carl,Starbäck,1828
http://www.wikidata.org/entity/Q3304999,1874,34.1867,34.1867,WQknIBFpuuAAAAAAAAN7_A,Claes,Livijn,1781
http://www.wikidata.org/entity/Q52939,3436,34.083794,34.083794,sj9PGLAlnmUAAAAAABGG1Q,Karl IX,Gustavsson,1550
http://www.wikidata.org/entity/Q6239905,6786,34.05342,34.05342,ciLMGSqrYjAAAAAAAAA9Xw,Victor,Wickström,1856
http://www.wikidata.org/entity/Q6082642,6342,34.049805,34.049805,sj9PGLAlnmUAAAAAAB4oQw,Thorsten,Rudeen,1661
http://www.wikidata.org/entity/Q4943095,864,34.0347,34.0347,sj9PGLAlnmUAAAAAAA7hbA,Alma,Cleve-Öhbom,1845
http://www.wikidata.org/entity/Q1040740,127,34.01865,34.01865,j6S8rJvx9lAAAAAAAAANug,Svante,Hallbeck,1826
http://www.wikidata.org/entity/Q5725105,4487,33.98553,33.98553,IQojCnw0WmAAAAAAAABKrA,E M,Fant,1754
http://www.wikidata.org/entity/Q16323494,6946,33.911583,33.911583,I_2wtd5VefAAAAAAAAAITA,Gustaf,Mallander,1840
http://www.wikidata.org/entity/Q4356553,2050,33.777454,33.777454,sj9PGLAlnmUAAAAAAB5WUA,Adolf Ludvig Gustaf Fredrik Albert,Badin-Conschi,1747
http://www.wikidata.org/entity/Q5798818,4706,33.706734,33.706734,sj9PGLAlnmUAAAAAAB4fYQ,Johan Frithiof,Hellberg,1855
http://www.wikidata.org/entity/Q4950707,939,33.630074,33.630074,sj9PGLAlnmUAAAAAABO3fw,Lovisa,Granberg,1812
http://www.wikidata.org/entity/Q1445442,277,33.31762,33.31762,sj9PGLAlnmUAAAAAACdz_g,Frans Teodor,Hedberg,1828
http://www.wikidata.org/entity/Q5558915,2220,33.216324,33.216324,sj9PGLAlnmUAAAAAAA3fSg,Carl,Arfwedson,1806
http://www.wikidata.org/entity/Q5796181,4696,33.16308,33.16308,j6S8rJvx9lAAAAAAAABAUg,Sven,Hedlund,1821
http://www.wikidata.org/entity/Q5563626,2260,33.14507,33.14507,seuNpYu6DKAAAAAAAABhNg,Carl,Backman,1825
http://www.wikidata.org/entity/Q15838424,7369,32.94021,32.94021,IQojCnw0WmAAAAAAAABPDQ,Karl,Forsman,1848
http://www.wikidata.org/entity/Q6085748,6362,32.87637,32.87637,sj9PGLAlnmUAAAAAACbk_Q,Carl,Rydström,1819
http://www.wikidata.org/entity/Q40892992,5104,32.85652,32.85652,sj9PGLAlnmUAAAAAACdz_A,Fredrik,Nycander,1867
http://www.wikidata.org/entity/Q708780,844,32.751595,32.751595,WQknIBFpuuAAAAAAAAN7_g,Per,Ling,1776
http://www.wikidata.org/entity/Q5807870,4736,32.49538,32.49538,sj9PGLAlnmUAAAAAABe29Q,Olof,Hjortzberg,1872
http://www.wikidata.org/entity/Q5798857,4711,32.282665,32.282665,seuNpYu6DKAAAAAAAABiog,Johan,Hellberg,1815
http://www.wikidata.org/entity/Q6082388,5844,32.257103,32.257103,sj9PGLAlnmUAAAAAAB4oSA,Elias,Ruda,1807
http://www.wikidata.org/entity/Q77586196,6317,32.0119,32.0119,sj9PGLAlnmUAAAAAAA2sFg,Carl,Arwidsson,1828
http://www.wikidata.org/entity/Q16162603,7437,31.925583,31.925583,28K7pO-SRrAAAAAAAACjvg,Carl,Armfelt,1830
http://www.wikidata.org/entity/Q5591639,2423,31.860119,31.860119,sj9PGLAlnmUAAAAAAA3b0w,Wilhelm,Bäckman,1824
http://www.wikidata.org/entity/Q16649581,3601,31.849522,31.849522,WQknIBFpuuAAAAAAAANe9w,Johan,Krok,1791
http://www.wikidata.org/entity/Q97929079,2813,31.80284,31.80284,0piq-fX0h5AAAAAAAABJFg,Karl,Krüger,1887
http://www.wikidata.org/entity/Q94893750,2753,31.66467,31.66467,9Y5iReTPHdAAAAAAAABL6A,Mathias,Riben,1675
http://www.wikidata.org/entity/Q6240376,6796,31.366302,31.366302,ciLMGSqrYjAAAAAAAABBOw,Per,Widmark,1837
http://www.wikidata.org/entity/Q3356174,1889,31.333685,31.333685,sj9PGLAlnmUAAAAAABUKRA,Carl,Gottlund,1796
