,0,1
1074,M112490162,Q1274181
1075,M112490237,Q19618834
1076,M112490245,Q19618834
1077,M112490270,Q19618834
1078,M112491413,Q5627435
1079,M112491478,Q5627435
1080,M112512869,Q4951871
1081,M112536682,Q5914280
1082,M112536964,Q5914269
1083,M112536977,Q5914269
1084,M112542141,Q6089512
1085,M112542568,Q1037052
1086,M112542655,
1087,M112542673,
1088,M112630334,Q4110625
1089,M112671721,Q55331000
1090,M112671730,Q55331000
1091,M112671742,Q55331000
1092,M112671746,Q55331000
1093,M112671750,Q55331000
1094,M112671755,Q55331000
1095,M112671759,Q55331000
1096,M112732920,Q6183766
1097,M112732933,Q6183766
1098,M112732947,Q6183766
1099,M112732955,Q6183766
1100,M112339635,Q5971846
1101,M112375088,Q5754671
1102,M112375091,Q5754671
1103,M112375152,Q5754671
1104,M112375166,Q5754671
1105,M112412797,Q5575914
1106,M112435874,Q64412607
1107,M112435914,Q64412607
1108,M112489834,Q6024997
1109,M112489922,Q6024997
1110,M112514031,Q6202417
1111,M112514039,Q6202417
1112,M112514061,Q6202417
1113,M112514094,Q6202417
1114,M112514109,Q6202417
1115,M112514130,Q6202417
1116,M112519176,Q6143920
1117,M112519182,Q6143920
1118,M112519881,Q86271712
1119,M112520415,Q86271712
1120,M112520425,Q86271712
1121,M112547938,Q6085600
1122,M112547946,Q6085600
1123,M112547951,Q6085600
1124,M112547965,Q6085600
1125,M112547979,Q6085600
1126,M112547987,Q6085600
1127,M112548003,Q6085600
1128,M112548022,Q6085600
1129,M112548071,Q6085600
1130,M112571664,Q559295
1131,M112577298,Q88797061
1132,M112577331,Q88797061
1133,M112613289,Q5615158
1134,M112613336,Q5615158
1135,M112615106,Q6045449
1136,M112615138,Q6045449
1137,M112615147,Q6045449
1138,M112615397,Q6045449
1139,M112615408,Q6045449
1140,M112615416,Q6045449
1141,M112615435,Q6045449
1142,M112650512,Q6019315
1143,M112650523,Q6019315
1144,M112720615,Q5588765
1145,M112787723,Q5821167
1146,M112788106,Q5821167
1147,M112788444,Q5821167
1148,M112788460,Q5821167
1149,M112788483,Q5821167
1150,M112229377,Q63247022
1151,M112229487,Q63247022
1152,M112230576,Q71259399
1153,M112230598,Q71259399
1154,M112339862,Q96782464
1155,M112339892,Q98640441
1156,M112339958,Q98640441
1157,M112345261,Q98640441
1158,M112345302,Q98640441
1159,M112345387,Q98640441
1160,M112345543,Q98640441
1161,M112345556,Q5724638
1162,M112345594,Q5724638
1163,M112345610,Q5724638
1164,M112345615,Q5724638
1165,M112345622,Q5724638
1166,M112345632,Q5724638
1167,M112345637,Q5724638
1168,M112345649,Q5724638
1169,M112363305,Q5949191
1170,M112363308,Q5949191
1171,M112378961,Q4980514
1172,M112378970,Q4980514
1173,M112378985,Q4980514
1174,M112433141,Q4990681
1175,M112433152,Q4990681
1176,M112433156,Q4990681
1177,M112443249,Q109540513
1178,M112443261,Q109540513
1179,M112443287,Q109540513
1180,M112443297,Q109540513
1181,M112443308,Q109540513
1182,M112443324,Q109540513
1183,M112451685,Q19976102
1184,M112452019,Q997958
1185,M112452180,Q19976102
1186,M112481810,Q4948686
1187,M112498251,Q717265
1188,M112513459,Q19719508
1189,M112536155,Q3376259
1190,M112573015,Q89018987
1191,M112627530,Q5795821
1192,M112627536,Q5795821
1193,M112628657,Q904641
1194,M112628669,Q904641
1195,M112628686,Q904641
1196,M112628694,Q904641
1197,M112628696,Q904641
1198,M112628719,Q904641
1199,M112720605,Q4954458
1200,M112363351,Q16650201
1201,M112363375,Q16650201
1202,M112363388,Q16650201
1203,M112378957,Q4980514
1204,M112378966,Q4980514
1205,M112378979,Q4980514
1206,M112378991,Q4980514
1207,M112379001,Q4980514
1208,M112382734,Q763042
1209,M112387637,Q4974025
1210,M112412658,Q56097132
1211,M112412670,Q56097132
1212,M112432349,Q5734704
1213,M112432573,Q26258172
1214,M112432578,Q26258172
1215,M112432651,Q26258172
1216,M112432660,Q26258172
1217,M112444392,Q109541968
1218,M112444449,Q109541968
1219,M112514538,Q5557061
1220,M112514544,Q5557061
1221,M112514554,Q5557061
1222,M112514569,Q5557061
1223,M112542267,Q6089519
1224,M112542272,Q6089519
1225,M112542592,Q6089519
1226,M112542599,Q6089519
1227,M112542607,Q6089519
1228,M112542619,Q6089519
1229,M112542624,Q6089519
1230,M112542629,Q6089519
1231,M112589888,Q6215643
1232,M112650365,Q4945711
1233,M112650375,Q4945711
1234,M112650376,Q4945711
1235,M112650741,Q1786221
1236,M112650745,Q1786221
1237,M112650752,Q1786221
1238,M112650755,Q1786221
1239,M112652592,Q5575715
1240,M112652593,Q5575715
1241,M112652630,Q5575715
1242,M112652633,Q5575715
1243,M112652638,Q5575715
1244,M112706063,Q6231420
1245,M112713917,Q6250579
1246,M112713980,Q6250579
1247,M112713985,Q6250579
1248,M112714016,Q6250579
1249,M112824782,Q5964297
1250,M112242003,Q30106582
1251,M112242050,Q30106582
1252,M112242056,Q30106582
1253,M112242073,Q30106582
1254,M112242082,Q30106582
1255,M112242087,Q30106582
1256,M112338136,Q5810978
1257,M112338460,Q5810978
1258,M112338473,Q5810978
1259,M112427468,Q1992475
1260,M112427474,Q1992475
1261,M112427480,Q1992475
1262,M112427483,Q1992475
1263,M112427485,Q1992475
1264,M112427488,Q1992475
1265,M112427492,Q1992475
1266,M112432352,Q5734704
1267,M112432389,Q5734704
1268,M112432393,Q5734704
1269,M112432420,Q26258172
1270,M112432634,Q26258172
1271,M112433111,Q1992475
1272,M112510923,Q5916602
1273,M112514525,Q5557061
1274,M112554304,Q24018639
1275,M112589840,Q6215643
1276,M112589863,Q6215643
1277,M112672000,Q6093334
1278,M112672013,Q6093334
1279,M112692956,Q5581704
1280,M112705980,Q6231420
1281,M112706009,Q6231420
1282,M112706015,Q6231420
1283,M112706033,Q6231420
1284,M112706040,Q6231420
1285,M112706069,Q6231420
1286,M112708104,Q6255630
1287,M112708136,Q6255630
1288,M112736256,Q4977233
1289,M112775307,Q19885751
1290,M112775313,Q19885751
1291,M112788562,Q6030823
1292,M112788580,Q6030823
1293,M112788623,Q6030823
1294,M112788633,Q6030823
1295,M112788648,Q6030823
1296,M112788658,Q6030823
1297,M112819743,Q1027772
1298,M112825253,Q5712292
1299,M112825278,Q5712292
1300,M112339467,Q6257824
1301,M112339489,Q6257824
1302,M112339512,Q6257824
1303,M112339557,Q6257824
1304,M112364139,Q55289145
1305,M112364143,Q55289145
1306,M112364149,Q55289145
1307,M112364157,Q55289145
1308,M112364161,Q55289145
1309,M112364178,Q55289145
1310,M112372226,Q64412844
1311,M112380740,Q93221268
1312,M112406815,Q5615800
1313,M112406831,Q5812189
1314,M112406935,Q5812189
1315,M112406945,Q5812189
1316,M112406953,Q5812189
1317,M112406965,Q5812189
1318,M112419619,Q3330725
1319,M112419817,Q3330725
1320,M112419821,Q3330725
1321,M112445639,Q5560063
1322,M112445820,Q98307492
1323,M112445835,Q98307492
1324,M112445839,Q98307492
1325,M112445845,Q98307492
1326,M112445851,Q98307492
1327,M112445852,Q98307492
1328,M112445857,Q98307492
1329,M112445868,Q98307492
1330,M112445875,Q98307492
1331,M112565814,Q37008204
1332,M112565824,Q37008204
1333,M112566458,Q38240335
1334,M112566515,Q38240335
1335,M112650335,Q6092194
1336,M112652447,Q5585998
1337,M112652451,Q5585998
1338,M112652456,Q5585998
1339,M112705551,Q105066959
1340,M112705556,Q105066959
1341,M112719904,Q6207673
1342,M112719910,Q6207673
1343,M112766895,Q106299620
1344,M112766919,Q106299620
1345,M112767380,Q106299620
1346,M112767406,Q106299620
1347,M112767426,Q106299620
1348,M112767486,Q106299620
1349,M112767526,Q106299620
1350,M112330753,Q956902
1351,M112339786,Q96782464
1352,M112339824,Q96782464
1353,M112339827,Q96782464
1354,M112339859,Q96782464
1355,M112339866,Q96782464
1356,M112345693,Q107302700
1357,M112345713,Q107302700
1358,M112345744,Q107302700
1359,M112364171,Q55289145
1360,M112380732,Q93221268
1361,M112380736,Q93221268
1362,M112380742,Q93221268
1363,M112380745,Q93221268
1364,M112391653,Q4940969
1365,M112391739,Q5599547
1366,M112391754,Q5599547
1367,M112399580,Q109500482
1368,M112399585,Q109500482
1369,M112427338,Q6204699
1370,M112427341,Q6204699
1371,M112427770,Q76852674
1372,M112427775,Q76852674
1373,M112445641,Q5560063
1374,M112515364,Q6178291
1375,M112520032,Q6328254
1376,M112520037,Q6328254
1377,M112520045,Q6328254
1378,M112520580,Q65156228
1379,M112537824,Q5895466
1380,M112537837,Q5895466
1381,M112537857,Q5895466
1382,M112537869,Q5895466
1383,M112537959,Q5895466
1384,M112537966,Q5895466
1385,M112577227,Q15845409
1386,M112709819,Q6253026
1387,M112730572,Q109678708
1388,M112730575,Q109678708
1389,M112824241,Q109668242
1390,M112824268,Q109668242
1391,M112824277,Q109668242
1392,M112824333,Q109668242
1393,M112824342,Q109668242
1394,M112824354,Q109668242
1395,M112824360,Q109668242
1396,M112824376,Q109668242
1397,M112824388,Q109668242
1398,M112824999,Q621197
1399,M112825039,Q621197
1400,M111074768,Q97636874
1401,M112372795,Q5805081
1402,M112372806,Q5805081
1403,M112381503,Q16649772
1404,M112381514,Q16649772
1405,M112381540,Q16649772
1406,M112391588,Q4940969
1407,M112391612,Q4940969
1408,M112391641,Q4940969
1409,M112444498,Q97636874
1410,M112444501,Q97636874
1411,M112445427,Q102981042
1412,M112445440,Q102981042
1413,M112445444,Q102981042
1414,M112467198,Q109557869
1415,M112467200,Q109557869
1416,M112467597,Q109557869
1417,M112489957,Q5571830
1418,M112565098,Q31685249
1419,M112565118,Q31685249
1420,M112572778,Q98180765
1421,M112572827,Q98180765
1422,M112572844,Q98180765
1423,M112572851,Q98180765
1424,M112572861,Q98180765
1425,M112615730,Q6039716
1426,M112615733,Q6039716
1427,M112615740,Q6039716
1428,M112615770,Q6039716
1429,M112615780,Q6039716
1430,M112615787,Q6039716
1431,M112615998,Q6039716
1432,M112616026,Q6039716
1433,M112666913,Q5746641
1434,M112669667,Q5746641
1435,M112673125,Q6186314
1436,M112684624,Q6186314
1437,M112690805,Q6186311
1438,M112690815,Q6186311
1439,M112692502,Q6186305
1440,M112692517,Q6186305
1441,M112692545,Q6186305
1442,M112692581,Q6186305
1443,M112729327,Q55048378
1444,M112733021,Q6183775
1445,M112733028,Q6183775
1446,M112733083,Q6183775
1447,M112733091,Q6183775
1448,M112757896,Q16650018
1449,M112757903,Q16650018
1450,M112339262,Q5571370
1451,M112339263,Q5571370
1452,M112408001,Q16163535
1453,M112408003,Q16163535
1454,M112408020,Q16163535
1455,M112408023,Q16163535
1456,M112428816,Q5916611
1457,M112429104,Q105187491
1458,M112429117,Q105187491
1459,M112429123,Q105187491
1460,M112429130,Q5916611
1461,M112445191,Q6201336
1462,M112445467,Q63826909
1463,M112445470,Q63826909
1464,M112478993,Q95922548
1465,M112479008,Q95922548
1466,M112479119,Q95922548
1467,M112489801,Q4970956
1468,M112489810,Q4970956
1469,M112513659,Q5571571
1470,M112513675,Q5571571
1471,M112513691,Q5571571
1472,M112513715,Q5571571
1473,M112513732,Q5571571
1474,M112540784,Q19746830
1475,M112540790,Q19746830
1476,M112545931,Q390558
1477,M112545938,Q390558
1478,M112646667,Q1394536
1479,M112646680,Q1394536
1480,M112646687,Q1394536
1481,M112646700,Q1394536
1482,M112646707,Q1394536
1483,M112646712,Q1394536
1484,M112651869,Q4960255
1485,M112651873,Q4960255
1486,M112651886,Q4960255
1487,M112651898,Q4960255
1488,M112667102,Q109655312
1489,M112667122,Q109655312
1490,M112667170,Q109655312
1491,M112667178,Q109655312
1492,M112704865,Q6043661
1493,M112709720,Q6253026
1494,M112709739,Q6253026
1495,M112709748,Q6253026
1496,M112709758,Q6253026
1497,M112709767,Q6253026
1498,M112709797,Q6253026
1499,M112709835,Q6253026
1500,M112232383,Q4948953
1501,M112232886,Q99194330
1502,M112232957,Q99194330
1503,M112232976,Q99194330
1504,M112234792,Q569387
1505,M112234816,Q569387
1506,M112234890,Q5746755
1507,M112363812,Q5580519
1508,M112363838,Q5580519
1509,M112376356,Q6215514
1510,M112376369,Q6215514
1511,M112376375,Q6215514
1512,M112379902,Q6053832
1513,M112379947,Q6053832
1514,M112379951,Q6053832
1515,M112381058,Q2214976
1516,M112381064,Q2214976
1517,M112381067,Q2214976
1518,M112381074,Q2214976
1519,M112381084,Q2214976
1520,M112381089,Q2214976
1521,M112381095,Q2214976
1522,M112381103,Q2214976
1523,M112489848,Q6024997
1524,M112519346,Q109580583
1525,M112519369,Q109580583
1526,M112540531,Q53294
1527,M112540541,Q53294
1528,M112540554,Q53294
1529,M112540566,Q53294
1530,M112540574,Q53294
1531,M112540601,Q53294
1532,M112540608,Q53294
1533,M112545947,Q390558
1534,M112554239,Q18681393
1535,M112617513,Q4939597
1536,M112617525,Q4939597
1537,M112617543,Q4939597
1538,M112631647,Q109580583
1539,M112631655,Q109580583
1540,M112646335,Q109647733
1541,M112646342,Q109647733
1542,M112647439,Q109647733
1543,M112685147,Q268695
1544,M112685158,Q268695
1545,M112711628,Q105037888
1546,M112764558,Q5719675
1547,M112764580,Q5719675
1548,M112764598,Q5719675
1549,M112764613,Q5719675
1550,M112229662,Q5575123
1551,M112229770,Q5575123
1552,M112231468,Q64413339
1553,M112231474,Q64413339
1554,M112231501,Q6248136
1555,M112398246,Q109414610
1556,M112398253,Q109414610
1557,M112407948,Q16649707
1558,M112407950,Q16649707
1559,M112418592,Q4934458
1560,M112444227,Q6201341
1561,M112444280,Q6201341
1562,M112444295,Q6201341
1563,M112444317,Q6201341
1564,M112444324,Q6201341
1565,M112444328,Q6201341
1566,M112444335,Q6201341
1567,M112490643,Q16161217
1568,M112490693,Q16161217
1569,M112503834,Q50349912
1570,M112503850,Q50349912
1571,M112503860,Q50349912
1572,M112503876,Q50349912
1573,M112511029,Q6180744
1574,M112511039,Q6180744
1575,M112511120,Q6180744
1576,M112511167,Q64786408
1577,M112511188,Q64786408
1578,M112514449,
1579,M112519075,Q6075885
1580,M112519092,Q6075885
1581,M112519097,Q6075885
1582,M112613183,Q959534
1583,M112668022,
1584,M112668031,
1585,M112711593,Q105037888
1586,M112711644,Q105037888
1587,M112711671,Q105037888
1588,M112802432,Q27862852
1589,M112802440,Q27862852
1590,M112802499,Q27862852
1591,M112802508,Q27862852
1592,M112802526,Q27862852
1593,M112802544,Q27862852
1594,M112802558,Q27862852
1595,M112802577,Q27862852
1596,M112802630,Q27862852
1597,M112812406,Q3359397
1598,M112812447,Q3359397
1599,M112823825,Q1406789
1600,M112241521,Q15635508
1601,M112241536,Q15635508
1602,M112241548,Q15635508
1603,M112241554,Q15635508
1604,M112241563,Q15635508
1605,M112391951,Q22920287
1606,M112413750,Q96236734
1607,M112413790,Q96236734
1608,M112413797,Q96236734
1609,M112413804,Q96236734
1610,M112413815,Q96236734
1611,M112413835,Q96236734
1612,M112413848,Q96236734
1613,M112413900,Q2424918
1614,M112413949,Q2424918
1615,M112413975,Q2424918
1616,M112421214,Q4964561
1617,M112421229,Q4964561
1618,M112466926,Q6201348
1619,M112466933,Q6201348
1620,M112466945,Q6201348
1621,M112467608,Q37008249
1622,M112467616,Q37008249
1623,M112467621,Q37008249
1624,M112467623,Q37008249
1625,M112467627,Q37008249
1626,M112467676,Q37008249
1627,M112477411,Q15695174
1628,M112477426,Q15695174
1629,M112479906,Q15695174
1630,M112479917,Q15695174
1631,M112490670,Q16161217
1632,M112554065,Q18747062
1633,M112565580,Q30340360
1634,M112565729,Q30340360
1635,M112565738,Q30340360
1636,M112565748,Q30340360
1637,M112613636,Q6045631
1638,M112613695,Q6045631
1639,M112613751,Q6045631
1640,M112627687,Q55305421
1641,M112627693,Q55305421
1642,M112627700,Q55305421
1643,M112627708,Q55305421
1644,M112628556,Q109635558
1645,M112685302,Q6197306
1646,M112733204,Q16650367
1647,M112733214,Q16650367
1648,M112764657,Q16649197
1649,M112764672,Q16649197
1650,M112243076,Q683115
1651,M112338732,Q24680888
1652,M112370851,Q6197780
1653,M112373982,Q943803
1654,M112374074,Q943803
1655,M112379023,Q6190740
1656,M112381318,Q30331237
1657,M112381323,Q30331237
1658,M112392285,Q22920302
1659,M112392606,Q4811427
1660,M112400647,Q6189121
1661,M112400668,Q6189121
1662,M112400678,Q6189121
1663,M112400691,Q6189121
1664,M112400705,Q6189121
1665,M112400711,Q6189121
1666,M112400719,Q6189121
1667,M112407319,Q18706973
1668,M112407341,Q18706973
1669,M112444372,Q50512397
1670,M112444376,Q50512397
1671,M112445022,Q5961054
1672,M112445061,Q5961054
1673,M112445071,Q5961054
1674,M112458700,Q5935475
1675,M112490696,Q16161217
1676,M112518508,Q487347
1677,M112518513,Q487347
1678,M112520528,Q28125383
1679,M112536442,Q107934944
1680,M112536449,Q107934944
1681,M112627715,Q55305421
1682,M112627720,Q55305421
1683,M112651704,Q18888031
1684,M112651714,Q18888031
1685,M112651717,Q18888031
1686,M112704512,Q4972440
1687,M112712131,Q105072927
1688,M112712136,Q105072927
1689,M112712240,Q105072927
1690,M112718570,Q108601123
1691,M112719209,Q109674078
1692,M112719219,Q109674078
1693,M112720566,Q5588769
1694,M112720576,Q5588769
1695,M112720597,Q5588769
1696,M112720657,Q5588769
1697,M112732789,Q5622757
1698,M112732794,Q5622757
1699,M112825136,Q4990095
1700,M112338225,Q16649413
1701,M112338417,Q3374305
1702,M112371324,Q6197780
1703,M112379062,Q6190740
1704,M112400289,Q95972040
1705,M112498272,Q4353229
1706,M112803223,Q3027721
1707,M112820037,Q19976110
1708,M112820101,Q19976110
1709,M112820109,Q19976110
1710,M112821721,Q4989804
1711,M112821818,Q4989804
1712,M112823914,Q6242515
1713,M112823922,Q6242515
1714,M112823988,Q6242515
1715,M112824007,Q6242515
1716,M112824013,Q6242515
