,all,WikidataID,spaid,Littauthorid,score,FirstNameWD,LastNameWD,BirthDayWD,FirstNameSPA,LastNameSPA,BirthDaySPA,searchStr,BirthYearSPA,BirthYearWD,wd,Littbank,WD,WD_template,SPA,WikicommonsUrl,name_Ascii,name_str,CommonsCat,UploadUrl
210,Maria Dorothea Dunckel 1799,,sj9PGLAlnmUAAAAAAB2_Eg,DunckelD,66.058014,Maria,Dunckel,,Maria,Dunckel,,,1799.0,1799,Q4945390,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/DunckelD'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q4945390'>Q4945390</a>,{{Q|Q4945390}},<a target=_blank href='https://portrattarkiv.se/details/sj9PGLAlnmUAAAAAAB2_Eg'>link SPA</a>,<a target=_blank href='https://commons.wikimedia.org/wiki/Category:Maria_Dunckel_1799'>link Commons</a>,Maria%20Dunckel%201799,Maria Dunckel 1799,[[Category:Maria%20Dunckel%201799]],<a target=_blank href='https://commons.wikimedia.org/wiki/Special:Upload?wpUploadDescription=%7B%7BInformation%0A%7Cdescription%3D%7B%7Bsv%7Cuppladdat%20fr%C3%A5n%20Portrattarkiv.se%20bild%20av%20Maria%20Dunckel%201799%20{{Q|Q4945390}}%7D%7D%0A%7B%7Ben%7Cuploaded%20from%20Portrattarkiv.se%20picture%20of%20Maria%20Dunckel%201799%20{{Q|Q4945390}}%7D%7D%0A%7Csource%3Dhttps://portrattarkiv.se/details/sj9PGLAlnmUAAAAAAB2_Eg%0A%7Cauthor%3D%7B%7Bsv|okänd%7D%7D%7B%7Ben|Unknown%7D%7D%0A%7Cpermission%3D%0A%7Cother versions%3D%0A%7D%7D%0A%0A%0A[[Category:Uploaded with spa2CommonsNotebook]]%0A[[Category:Swedish_Portrait_Archive]]%0A[[Category:Maria%20Dunckel%201799]]&wpLicense=cc-by-sa-4.0&wpDestFile=Maria Dunckel 1799_SPA_Notebook_1.jpg&wpSourceType=url&wpUploadFileURL=https://portrattarkiv.se/endpoints/file.php?id=sj9PGLAlnmUAAAAAAB2_Eg'>link Upload</a>
99,Elias Grip 1873,,1ha4xkDj-uAAAAAAAAAh5g,GripE,65.96045,Elias,Grip,,Elias,Grip,,,1873.0,1873,Q5772109,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/GripE'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q5772109'>Q5772109</a>,{{Q|Q5772109}},<a target=_blank href='https://portrattarkiv.se/details/1ha4xkDj-uAAAAAAAAAh5g'>link SPA</a>,<a target=_blank href='https://commons.wikimedia.org/wiki/Category:Elias_Grip_1873'>link Commons</a>,Elias%20Grip%201873,Elias Grip 1873,[[Category:Elias%20Grip%201873]],<a target=_blank href='https://commons.wikimedia.org/wiki/Special:Upload?wpUploadDescription=%7B%7BInformation%0A%7Cdescription%3D%7B%7Bsv%7Cuppladdat%20fr%C3%A5n%20Portrattarkiv.se%20bild%20av%20Elias%20Grip%201873%20{{Q|Q5772109}}%7D%7D%0A%7B%7Ben%7Cuploaded%20from%20Portrattarkiv.se%20picture%20of%20Elias%20Grip%201873%20{{Q|Q5772109}}%7D%7D%0A%7Csource%3Dhttps://portrattarkiv.se/details/1ha4xkDj-uAAAAAAAAAh5g%0A%7Cauthor%3D%7B%7Bsv|okänd%7D%7D%7B%7Ben|Unknown%7D%7D%0A%7Cpermission%3D%0A%7Cother versions%3D%0A%7D%7D%0A%0A%0A[[Category:Uploaded with spa2CommonsNotebook]]%0A[[Category:Swedish_Portrait_Archive]]%0A[[Category:Elias%20Grip%201873]]&wpLicense=cc-by-sa-4.0&wpDestFile=Elias Grip 1873_SPA_Notebook_1.jpg&wpSourceType=url&wpUploadFileURL=https://portrattarkiv.se/endpoints/file.php?id=1ha4xkDj-uAAAAAAAAAh5g'>link Upload</a>
26,August Zacharias Collin 1833,,sj9PGLAlnmUAAAAAAB2-3g,CollinAZ,65.55202,Zacharias,Collin,,August,Collin,,,1833.0,1833,Q5610869,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/CollinAZ'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q5610869'>Q5610869</a>,{{Q|Q5610869}},<a target=_blank href='https://portrattarkiv.se/details/sj9PGLAlnmUAAAAAAB2-3g'>link SPA</a>,<a target=_blank href='https://commons.wikimedia.org/wiki/Category:Zacharias_Collin_1833'>link Commons</a>,Zacharias%20Collin%201833,Zacharias Collin 1833,[[Category:Zacharias%20Collin%201833]],<a target=_blank href='https://commons.wikimedia.org/wiki/Special:Upload?wpUploadDescription=%7B%7BInformation%0A%7Cdescription%3D%7B%7Bsv%7Cuppladdat%20fr%C3%A5n%20Portrattarkiv.se%20bild%20av%20Zacharias%20Collin%201833%20{{Q|Q5610869}}%7D%7D%0A%7B%7Ben%7Cuploaded%20from%20Portrattarkiv.se%20picture%20of%20Zacharias%20Collin%201833%20{{Q|Q5610869}}%7D%7D%0A%7Csource%3Dhttps://portrattarkiv.se/details/sj9PGLAlnmUAAAAAAB2-3g%0A%7Cauthor%3D%7B%7Bsv|okänd%7D%7D%7B%7Ben|Unknown%7D%7D%0A%7Cpermission%3D%0A%7Cother versions%3D%0A%7D%7D%0A%0A%0A[[Category:Uploaded with spa2CommonsNotebook]]%0A[[Category:Swedish_Portrait_Archive]]%0A[[Category:Zacharias%20Collin%201833]]&wpLicense=cc-by-sa-4.0&wpDestFile=Zacharias Collin 1833_SPA_Notebook_1.jpg&wpSourceType=url&wpUploadFileURL=https://portrattarkiv.se/endpoints/file.php?id=sj9PGLAlnmUAAAAAAB2-3g'>link Upload</a>
648,Edvard Scheutz 1821,,YB0QHyfj0hAAAAAAAABhJw,ScheutzE,65.459526,Edvard,Scheutz,,Edvard,Scheutz,,,1821,1821,Q15456430,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/ScheutzE'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q15456430'>Q15456430</a>,{{Q|Q15456430}},<a target=_blank href='https://portrattarkiv.se/details/YB0QHyfj0hAAAAAAAABhJw'>link SPA</a>,<a target=_blank href='https://commons.wikimedia.org/wiki/Category:Edvard_Scheutz_1821'>link Commons</a>,Edvard%20Scheutz%201821,Edvard Scheutz 1821,[[Category:Edvard%20Scheutz%201821]],<a target=_blank href='https://commons.wikimedia.org/wiki/Special:Upload?wpUploadDescription=%7B%7BInformation%0A%7Cdescription%3D%7B%7Bsv%7Cuppladdat%20fr%C3%A5n%20Portrattarkiv.se%20bild%20av%20Edvard%20Scheutz%201821%20{{Q|Q15456430}}%7D%7D%0A%7B%7Ben%7Cuploaded%20from%20Portrattarkiv.se%20picture%20of%20Edvard%20Scheutz%201821%20{{Q|Q15456430}}%7D%7D%0A%7Csource%3Dhttps://portrattarkiv.se/details/YB0QHyfj0hAAAAAAAABhJw%0A%7Cauthor%3D%7B%7Bsv|okänd%7D%7D%7B%7Ben|Unknown%7D%7D%0A%7Cpermission%3D%0A%7Cother versions%3D%0A%7D%7D%0A%0A%0A[[Category:Uploaded with spa2CommonsNotebook]]%0A[[Category:Swedish_Portrait_Archive]]%0A[[Category:Edvard%20Scheutz%201821]]&wpLicense=cc-by-sa-4.0&wpDestFile=Edvard Scheutz 1821_SPA_Notebook_1.jpg&wpSourceType=url&wpUploadFileURL=https://portrattarkiv.se/endpoints/file.php?id=YB0QHyfj0hAAAAAAAABhJw'>link Upload</a>
100,Elias Grip 1873,,1ha4xkDj-uAAAAAAAAAh5A,GripE,65.37758,Elias,Grip,,Elias,Grip,,,1873.0,1873,Q5772109,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/GripE'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q5772109'>Q5772109</a>,{{Q|Q5772109}},<a target=_blank href='https://portrattarkiv.se/details/1ha4xkDj-uAAAAAAAAAh5A'>link SPA</a>,<a target=_blank href='https://commons.wikimedia.org/wiki/Category:Elias_Grip_1873'>link Commons</a>,Elias%20Grip%201873,Elias Grip 1873,[[Category:Elias%20Grip%201873]],<a target=_blank href='https://commons.wikimedia.org/wiki/Special:Upload?wpUploadDescription=%7B%7BInformation%0A%7Cdescription%3D%7B%7Bsv%7Cuppladdat%20fr%C3%A5n%20Portrattarkiv.se%20bild%20av%20Elias%20Grip%201873%20{{Q|Q5772109}}%7D%7D%0A%7B%7Ben%7Cuploaded%20from%20Portrattarkiv.se%20picture%20of%20Elias%20Grip%201873%20{{Q|Q5772109}}%7D%7D%0A%7Csource%3Dhttps://portrattarkiv.se/details/1ha4xkDj-uAAAAAAAAAh5A%0A%7Cauthor%3D%7B%7Bsv|okänd%7D%7D%7B%7Ben|Unknown%7D%7D%0A%7Cpermission%3D%0A%7Cother versions%3D%0A%7D%7D%0A%0A%0A[[Category:Uploaded with spa2CommonsNotebook]]%0A[[Category:Swedish_Portrait_Archive]]%0A[[Category:Elias%20Grip%201873]]&wpLicense=cc-by-sa-4.0&wpDestFile=Elias Grip 1873_SPA_Notebook_1.jpg&wpSourceType=url&wpUploadFileURL=https://portrattarkiv.se/endpoints/file.php?id=1ha4xkDj-uAAAAAAAAAh5A'>link Upload</a>
133,Hans Jakob Lundborg 1825,,sj9PGLAlnmUAAAAAAB4wDQ,LundborgHJ,64.99777,Hans,Lundborg,,Hans Jakob,Lundborg,,,1825.0,1825,Q5966187,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/LundborgHJ'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q5966187'>Q5966187</a>,{{Q|Q5966187}},<a target=_blank href='https://portrattarkiv.se/details/sj9PGLAlnmUAAAAAAB4wDQ'>link SPA</a>,<a target=_blank href='https://commons.wikimedia.org/wiki/Category:Hans_Lundborg_1825'>link Commons</a>,Hans%20Lundborg%201825,Hans Lundborg 1825,[[Category:Hans%20Lundborg%201825]],<a target=_blank href='https://commons.wikimedia.org/wiki/Special:Upload?wpUploadDescription=%7B%7BInformation%0A%7Cdescription%3D%7B%7Bsv%7Cuppladdat%20fr%C3%A5n%20Portrattarkiv.se%20bild%20av%20Hans%20Lundborg%201825%20{{Q|Q5966187}}%7D%7D%0A%7B%7Ben%7Cuploaded%20from%20Portrattarkiv.se%20picture%20of%20Hans%20Lundborg%201825%20{{Q|Q5966187}}%7D%7D%0A%7Csource%3Dhttps://portrattarkiv.se/details/sj9PGLAlnmUAAAAAAB4wDQ%0A%7Cauthor%3D%7B%7Bsv|okänd%7D%7D%7B%7Ben|Unknown%7D%7D%0A%7Cpermission%3D%0A%7Cother versions%3D%0A%7D%7D%0A%0A%0A[[Category:Uploaded with spa2CommonsNotebook]]%0A[[Category:Swedish_Portrait_Archive]]%0A[[Category:Hans%20Lundborg%201825]]&wpLicense=cc-by-sa-4.0&wpDestFile=Hans Lundborg 1825_SPA_Notebook_1.jpg&wpSourceType=url&wpUploadFileURL=https://portrattarkiv.se/endpoints/file.php?id=sj9PGLAlnmUAAAAAAB4wDQ'>link Upload</a>
224,Amanda Leffler 1851,,sj9PGLAlnmUAAAAAACaC6g,LefflerA,64.36888,Amanda,Leffler,,Amanda,Leffler,,,1851.0,1851,Q4961569,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/LefflerA'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q4961569'>Q4961569</a>,{{Q|Q4961569}},<a target=_blank href='https://portrattarkiv.se/details/sj9PGLAlnmUAAAAAACaC6g'>link SPA</a>,<a target=_blank href='https://commons.wikimedia.org/wiki/Category:Amanda_Leffler_1851'>link Commons</a>,Amanda%20Leffler%201851,Amanda Leffler 1851,[[Category:Amanda%20Leffler%201851]],<a target=_blank href='https://commons.wikimedia.org/wiki/Special:Upload?wpUploadDescription=%7B%7BInformation%0A%7Cdescription%3D%7B%7Bsv%7Cuppladdat%20fr%C3%A5n%20Portrattarkiv.se%20bild%20av%20Amanda%20Leffler%201851%20{{Q|Q4961569}}%7D%7D%0A%7B%7Ben%7Cuploaded%20from%20Portrattarkiv.se%20picture%20of%20Amanda%20Leffler%201851%20{{Q|Q4961569}}%7D%7D%0A%7Csource%3Dhttps://portrattarkiv.se/details/sj9PGLAlnmUAAAAAACaC6g%0A%7Cauthor%3D%7B%7Bsv|okänd%7D%7D%7B%7Ben|Unknown%7D%7D%0A%7Cpermission%3D%0A%7Cother versions%3D%0A%7D%7D%0A%0A%0A[[Category:Uploaded with spa2CommonsNotebook]]%0A[[Category:Swedish_Portrait_Archive]]%0A[[Category:Amanda%20Leffler%201851]]&wpLicense=cc-by-sa-4.0&wpDestFile=Amanda Leffler 1851_SPA_Notebook_1.jpg&wpSourceType=url&wpUploadFileURL=https://portrattarkiv.se/endpoints/file.php?id=sj9PGLAlnmUAAAAAACaC6g'>link Upload</a>
333,Samuel Älf 1727,,5TJc-sPXaKAAAAAAAAAnVA,ÄlfS,63.74109,Erik,Älf,,S E,Älf,,,1727.0,1727,Q6254347,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/ÄlfS'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q6254347'>Q6254347</a>,{{Q|Q6254347}},<a target=_blank href='https://portrattarkiv.se/details/5TJc-sPXaKAAAAAAAAAnVA'>link SPA</a>,<a target=_blank href='https://commons.wikimedia.org/wiki/Category:Erik_Älf_1727'>link Commons</a>,Erik%20Älf%201727,Erik Älf 1727,[[Category:Erik%20Älf%201727]],<a target=_blank href='https://commons.wikimedia.org/wiki/Special:Upload?wpUploadDescription=%7B%7BInformation%0A%7Cdescription%3D%7B%7Bsv%7Cuppladdat%20fr%C3%A5n%20Portrattarkiv.se%20bild%20av%20Erik%20Älf%201727%20{{Q|Q6254347}}%7D%7D%0A%7B%7Ben%7Cuploaded%20from%20Portrattarkiv.se%20picture%20of%20Erik%20Älf%201727%20{{Q|Q6254347}}%7D%7D%0A%7Csource%3Dhttps://portrattarkiv.se/details/5TJc-sPXaKAAAAAAAAAnVA%0A%7Cauthor%3D%7B%7Bsv|okänd%7D%7D%7B%7Ben|Unknown%7D%7D%0A%7Cpermission%3D%0A%7Cother versions%3D%0A%7D%7D%0A%0A%0A[[Category:Uploaded with spa2CommonsNotebook]]%0A[[Category:Swedish_Portrait_Archive]]%0A[[Category:Erik%20Älf%201727]]&wpLicense=cc-by-sa-4.0&wpDestFile=Erik Älf 1727_SPA_Notebook_1.jpg&wpSourceType=url&wpUploadFileURL=https://portrattarkiv.se/endpoints/file.php?id=5TJc-sPXaKAAAAAAAAAnVA'>link Upload</a>
1774,Börje Tjäder 1919,,NhqpvvI9tpAAAAAAAAAc3g,TjäderB,63.70581,Börje,Tjäder,,Börje,Tjäder,,,1919,1919,Q110952596,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/TjäderB'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q110952596'>Q110952596</a>,{{Q|Q110952596}},<a target=_blank href='https://portrattarkiv.se/details/NhqpvvI9tpAAAAAAAAAc3g'>link SPA</a>,<a target=_blank href='https://commons.wikimedia.org/wiki/Category:Börje_Tjäder_1919'>link Commons</a>,Börje%20Tjäder%201919,Börje Tjäder 1919,[[Category:Börje%20Tjäder%201919]],<a target=_blank href='https://commons.wikimedia.org/wiki/Special:Upload?wpUploadDescription=%7B%7BInformation%0A%7Cdescription%3D%7B%7Bsv%7Cuppladdat%20fr%C3%A5n%20Portrattarkiv.se%20bild%20av%20Börje%20Tjäder%201919%20{{Q|Q110952596}}%7D%7D%0A%7B%7Ben%7Cuploaded%20from%20Portrattarkiv.se%20picture%20of%20Börje%20Tjäder%201919%20{{Q|Q110952596}}%7D%7D%0A%7Csource%3Dhttps://portrattarkiv.se/details/NhqpvvI9tpAAAAAAAAAc3g%0A%7Cauthor%3D%7B%7Bsv|okänd%7D%7D%7B%7Ben|Unknown%7D%7D%0A%7Cpermission%3D%0A%7Cother versions%3D%0A%7D%7D%0A%0A%0A[[Category:Uploaded with spa2CommonsNotebook]]%0A[[Category:Swedish_Portrait_Archive]]%0A[[Category:Börje%20Tjäder%201919]]&wpLicense=cc-by-sa-4.0&wpDestFile=Börje Tjäder 1919_SPA_Notebook_1.jpg&wpSourceType=url&wpUploadFileURL=https://portrattarkiv.se/endpoints/file.php?id=NhqpvvI9tpAAAAAAAAAc3g'>link Upload</a>
222,Märta Lagerfelt 1875,,sj9PGLAlnmUAAAAAACaIEg,LagerfeltM,63.659027,Märta,Lagerfelt,,Märta,Lagerfelt,,,1875.0,1875,Q4960521,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/LagerfeltM'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q4960521'>Q4960521</a>,{{Q|Q4960521}},<a target=_blank href='https://portrattarkiv.se/details/sj9PGLAlnmUAAAAAACaIEg'>link SPA</a>,<a target=_blank href='https://commons.wikimedia.org/wiki/Category:Märta_Lagerfelt_1875'>link Commons</a>,Märta%20Lagerfelt%201875,Märta Lagerfelt 1875,[[Category:Märta%20Lagerfelt%201875]],<a target=_blank href='https://commons.wikimedia.org/wiki/Special:Upload?wpUploadDescription=%7B%7BInformation%0A%7Cdescription%3D%7B%7Bsv%7Cuppladdat%20fr%C3%A5n%20Portrattarkiv.se%20bild%20av%20Märta%20Lagerfelt%201875%20{{Q|Q4960521}}%7D%7D%0A%7B%7Ben%7Cuploaded%20from%20Portrattarkiv.se%20picture%20of%20Märta%20Lagerfelt%201875%20{{Q|Q4960521}}%7D%7D%0A%7Csource%3Dhttps://portrattarkiv.se/details/sj9PGLAlnmUAAAAAACaIEg%0A%7Cauthor%3D%7B%7Bsv|okänd%7D%7D%7B%7Ben|Unknown%7D%7D%0A%7Cpermission%3D%0A%7Cother versions%3D%0A%7D%7D%0A%0A%0A[[Category:Uploaded with spa2CommonsNotebook]]%0A[[Category:Swedish_Portrait_Archive]]%0A[[Category:Märta%20Lagerfelt%201875]]&wpLicense=cc-by-sa-4.0&wpDestFile=Märta Lagerfelt 1875_SPA_Notebook_1.jpg&wpSourceType=url&wpUploadFileURL=https://portrattarkiv.se/endpoints/file.php?id=sj9PGLAlnmUAAAAAACaIEg'>link Upload</a>
132,Johan Gustaf Liljegren 1791,,rkIpfGqHXrAAAAAAAADc3A,LiljegrenJG,63.164345,Johan,Liljegren,,J G,Liljegren,,,1791.0,1791,Q5951696,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/LiljegrenJG'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q5951696'>Q5951696</a>,{{Q|Q5951696}},<a target=_blank href='https://portrattarkiv.se/details/rkIpfGqHXrAAAAAAAADc3A'>link SPA</a>,<a target=_blank href='https://commons.wikimedia.org/wiki/Category:Johan_Liljegren_1791'>link Commons</a>,Johan%20Liljegren%201791,Johan Liljegren 1791,[[Category:Johan%20Liljegren%201791]],<a target=_blank href='https://commons.wikimedia.org/wiki/Special:Upload?wpUploadDescription=%7B%7BInformation%0A%7Cdescription%3D%7B%7Bsv%7Cuppladdat%20fr%C3%A5n%20Portrattarkiv.se%20bild%20av%20Johan%20Liljegren%201791%20{{Q|Q5951696}}%7D%7D%0A%7B%7Ben%7Cuploaded%20from%20Portrattarkiv.se%20picture%20of%20Johan%20Liljegren%201791%20{{Q|Q5951696}}%7D%7D%0A%7Csource%3Dhttps://portrattarkiv.se/details/rkIpfGqHXrAAAAAAAADc3A%0A%7Cauthor%3D%7B%7Bsv|okänd%7D%7D%7B%7Ben|Unknown%7D%7D%0A%7Cpermission%3D%0A%7Cother versions%3D%0A%7D%7D%0A%0A%0A[[Category:Uploaded with spa2CommonsNotebook]]%0A[[Category:Swedish_Portrait_Archive]]%0A[[Category:Johan%20Liljegren%201791]]&wpLicense=cc-by-sa-4.0&wpDestFile=Johan Liljegren 1791_SPA_Notebook_1.jpg&wpSourceType=url&wpUploadFileURL=https://portrattarkiv.se/endpoints/file.php?id=rkIpfGqHXrAAAAAAAADc3A'>link Upload</a>
209,Anna Bondestam 1907,,sj9PGLAlnmUAAAAAACe0mg,BondestamA,62.79557,Anna,Bondestam,,Anna,Bondestam,,,1907.0,1907,Q4939978,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/BondestamA'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q4939978'>Q4939978</a>,{{Q|Q4939978}},<a target=_blank href='https://portrattarkiv.se/details/sj9PGLAlnmUAAAAAACe0mg'>link SPA</a>,<a target=_blank href='https://commons.wikimedia.org/wiki/Category:Anna_Bondestam_1907'>link Commons</a>,Anna%20Bondestam%201907,Anna Bondestam 1907,[[Category:Anna%20Bondestam%201907]],<a target=_blank href='https://commons.wikimedia.org/wiki/Special:Upload?wpUploadDescription=%7B%7BInformation%0A%7Cdescription%3D%7B%7Bsv%7Cuppladdat%20fr%C3%A5n%20Portrattarkiv.se%20bild%20av%20Anna%20Bondestam%201907%20{{Q|Q4939978}}%7D%7D%0A%7B%7Ben%7Cuploaded%20from%20Portrattarkiv.se%20picture%20of%20Anna%20Bondestam%201907%20{{Q|Q4939978}}%7D%7D%0A%7Csource%3Dhttps://portrattarkiv.se/details/sj9PGLAlnmUAAAAAACe0mg%0A%7Cauthor%3D%7B%7Bsv|okänd%7D%7D%7B%7Ben|Unknown%7D%7D%0A%7Cpermission%3D%0A%7Cother versions%3D%0A%7D%7D%0A%0A%0A[[Category:Uploaded with spa2CommonsNotebook]]%0A[[Category:Swedish_Portrait_Archive]]%0A[[Category:Anna%20Bondestam%201907]]&wpLicense=cc-by-sa-4.0&wpDestFile=Anna Bondestam 1907_SPA_Notebook_1.jpg&wpSourceType=url&wpUploadFileURL=https://portrattarkiv.se/endpoints/file.php?id=sj9PGLAlnmUAAAAAACe0mg'>link Upload</a>
169,Johan Henrik Schröder 1791,,5TJc-sPXaKAAAAAAAAAnNw,SchröderJH,62.11989,Johan,Schröder,,J H,Schröder,,,1791.0,1791,Q6169365,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/SchröderJH'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q6169365'>Q6169365</a>,{{Q|Q6169365}},<a target=_blank href='https://portrattarkiv.se/details/5TJc-sPXaKAAAAAAAAAnNw'>link SPA</a>,<a target=_blank href='https://commons.wikimedia.org/wiki/Category:Johan_Schröder_1791'>link Commons</a>,Johan%20Schröder%201791,Johan Schröder 1791,[[Category:Johan%20Schröder%201791]],<a target=_blank href='https://commons.wikimedia.org/wiki/Special:Upload?wpUploadDescription=%7B%7BInformation%0A%7Cdescription%3D%7B%7Bsv%7Cuppladdat%20fr%C3%A5n%20Portrattarkiv.se%20bild%20av%20Johan%20Schröder%201791%20{{Q|Q6169365}}%7D%7D%0A%7B%7Ben%7Cuploaded%20from%20Portrattarkiv.se%20picture%20of%20Johan%20Schröder%201791%20{{Q|Q6169365}}%7D%7D%0A%7Csource%3Dhttps://portrattarkiv.se/details/5TJc-sPXaKAAAAAAAAAnNw%0A%7Cauthor%3D%7B%7Bsv|okänd%7D%7D%7B%7Ben|Unknown%7D%7D%0A%7Cpermission%3D%0A%7Cother versions%3D%0A%7D%7D%0A%0A%0A[[Category:Uploaded with spa2CommonsNotebook]]%0A[[Category:Swedish_Portrait_Archive]]%0A[[Category:Johan%20Schröder%201791]]&wpLicense=cc-by-sa-4.0&wpDestFile=Johan Schröder 1791_SPA_Notebook_1.jpg&wpSourceType=url&wpUploadFileURL=https://portrattarkiv.se/endpoints/file.php?id=5TJc-sPXaKAAAAAAAAAnNw'>link Upload</a>
227,Marianne Zetterström 1912,,sj9PGLAlnmUAAAAAACY3sQ,ZetterströmMarianne,61.38539,Marianne,Zetterström,,Marianne,Zetterström,,,1912.0,1912,Q4990924,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/ZetterströmMarianne'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q4990924'>Q4990924</a>,{{Q|Q4990924}},<a target=_blank href='https://portrattarkiv.se/details/sj9PGLAlnmUAAAAAACY3sQ'>link SPA</a>,<a target=_blank href='https://commons.wikimedia.org/wiki/Category:Marianne_Zetterström_1912'>link Commons</a>,Marianne%20Zetterström%201912,Marianne Zetterström 1912,[[Category:Marianne%20Zetterström%201912]],<a target=_blank href='https://commons.wikimedia.org/wiki/Special:Upload?wpUploadDescription=%7B%7BInformation%0A%7Cdescription%3D%7B%7Bsv%7Cuppladdat%20fr%C3%A5n%20Portrattarkiv.se%20bild%20av%20Marianne%20Zetterström%201912%20{{Q|Q4990924}}%7D%7D%0A%7B%7Ben%7Cuploaded%20from%20Portrattarkiv.se%20picture%20of%20Marianne%20Zetterström%201912%20{{Q|Q4990924}}%7D%7D%0A%7Csource%3Dhttps://portrattarkiv.se/details/sj9PGLAlnmUAAAAAACY3sQ%0A%7Cauthor%3D%7B%7Bsv|okänd%7D%7D%7B%7Ben|Unknown%7D%7D%0A%7Cpermission%3D%0A%7Cother versions%3D%0A%7D%7D%0A%0A%0A[[Category:Uploaded with spa2CommonsNotebook]]%0A[[Category:Swedish_Portrait_Archive]]%0A[[Category:Marianne%20Zetterström%201912]]&wpLicense=cc-by-sa-4.0&wpDestFile=Marianne Zetterström 1912_SPA_Notebook_1.jpg&wpSourceType=url&wpUploadFileURL=https://portrattarkiv.se/endpoints/file.php?id=sj9PGLAlnmUAAAAAACY3sQ'>link Upload</a>
1775,Börje Tjäder 1919,,NhqpvvI9tpAAAAAAAAAc3w,TjäderB,61.098305,Börje,Tjäder,,Börje,Tjäder,,,1919,1919,Q110952596,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/TjäderB'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q110952596'>Q110952596</a>,{{Q|Q110952596}},<a target=_blank href='https://portrattarkiv.se/details/NhqpvvI9tpAAAAAAAAAc3w'>link SPA</a>,<a target=_blank href='https://commons.wikimedia.org/wiki/Category:Börje_Tjäder_1919'>link Commons</a>,Börje%20Tjäder%201919,Börje Tjäder 1919,[[Category:Börje%20Tjäder%201919]],<a target=_blank href='https://commons.wikimedia.org/wiki/Special:Upload?wpUploadDescription=%7B%7BInformation%0A%7Cdescription%3D%7B%7Bsv%7Cuppladdat%20fr%C3%A5n%20Portrattarkiv.se%20bild%20av%20Börje%20Tjäder%201919%20{{Q|Q110952596}}%7D%7D%0A%7B%7Ben%7Cuploaded%20from%20Portrattarkiv.se%20picture%20of%20Börje%20Tjäder%201919%20{{Q|Q110952596}}%7D%7D%0A%7Csource%3Dhttps://portrattarkiv.se/details/NhqpvvI9tpAAAAAAAAAc3w%0A%7Cauthor%3D%7B%7Bsv|okänd%7D%7D%7B%7Ben|Unknown%7D%7D%0A%7Cpermission%3D%0A%7Cother versions%3D%0A%7D%7D%0A%0A%0A[[Category:Uploaded with spa2CommonsNotebook]]%0A[[Category:Swedish_Portrait_Archive]]%0A[[Category:Börje%20Tjäder%201919]]&wpLicense=cc-by-sa-4.0&wpDestFile=Börje Tjäder 1919_SPA_Notebook_1.jpg&wpSourceType=url&wpUploadFileURL=https://portrattarkiv.se/endpoints/file.php?id=NhqpvvI9tpAAAAAAAAAc3w'>link Upload</a>
