,WikidataID,authorid_x,SBL,SKBL,wikidata.wikipedia,wikidata.wikidata_id,wikidata.sbl_link,wikidata.skbl_link,wikidata.sol_link,authorid_y,WD_Littbank_SBL_merge_outer
662,Q6022965,OfvandahlE,7661.0,,https://sv.wikipedia.org/wiki/Erik_Ofvandahl,Q6022965,7661.0,,,OfvandahlE,both
663,Q16158918,OlaiA,18857.0,,https://sv.wikipedia.org/wiki/Arvidus_Olai_Scheningensis,Q16158918,18857.0,,,OlaiA,both
664,Q4970887,OlanderV,7676.0,ValborgOlander,https://sv.wikipedia.org/wiki/Valborg_Olander,Q4970887,7676.0,ValborgOlander,,OlanderV,both
665,Q315804,OlausMagnus,7681.0,,https://sv.wikipedia.org/wiki/Olaus_Magnus,Q315804,7681.0,,,OlausMagnus,both
666,Q3881468,OlausMartini,7682.0,,https://sv.wikipedia.org/wiki/Olaus_Martini,Q3881468,7682.0,,,OlausMartini,both
667,Q381010,OlausPetri,7688.0,,https://sv.wikipedia.org/wiki/Olaus_Petri,Q381010,7688.0,,,OlausPetri,both
668,Q42308707,OlofssonK,7754.0,,https://sv.wikipedia.org/wiki/Klas_Olofsson_(poet),Q42308707,7754.0,,,OlofssonK,both
669,Q6026223,OlsonE,7761.0,,https://sv.wikipedia.org/wiki/Emil_Olson,Q6026223,7761.0,,,OlsonE,both
670,Q6027107,OlssonJO,7780.0,,https://sv.wikipedia.org/wiki/Jan_Olof_Olsson,Q6027107,7780.0,,,OlssonJO,both
671,Q5589080,OlssonJohannes,7782.0,,https://sv.wikipedia.org/wiki/Br%C3%A5nasmeden,Q5589080,7782.0,,,OlssonJohannes,both
672,Q52924,OskarII,7812.0,,https://sv.wikipedia.org/wiki/Oscar_II,Q52924,7812.0,,,OskarII,both
673,Q6030611,OswaldG,7840.0,,https://sv.wikipedia.org/wiki/G%C3%B6sta_Oswald,Q6030611,7840.0,,,OswaldG,both
674,Q4971468,OterdahlJ,7843.0,JeannaOterdahl,https://sv.wikipedia.org/wiki/Jeanna_Oterdahl,Q4971468,7843.0,JeannaOterdahl,,OterdahlJ,both
675,Q1613210,OxenstiernaJG,7919.0,,https://sv.wikipedia.org/wiki/Johan_Gabriel_Oxenstierna,Q1613210,7919.0,,Johan_Gabriel_Oxenstierna,OxenstiernaJG,both
676,Q763359,PalmA,7956.0,,https://sv.wikipedia.org/wiki/August_Palm,Q763359,7956.0,,,PalmA,both
677,Q16650117,PalmaJG,7965.0,,https://sv.wikipedia.org/wiki/Jonas_Palma,Q16650117,7965.0,,,PalmaJG,both
678,Q3302927,PalmbladVF,7969.0,,https://sv.wikipedia.org/wiki/Vilhelm_Fredrik_Palmblad,Q3302927,7969.0,,Vilhelm_Fredrik_Palmblad,PalmbladVF,both
679,Q6184812,PalmcronA,7972.0,,https://sv.wikipedia.org/wiki/Andreas_Sparman,Q6184812,7972.0,,,PalmcronA,both
680,Q6033352,PalmærHB,7966.0,,https://sv.wikipedia.org/wiki/Henrik_Bernhard_Palm%C3%A6r,Q6033352,7966.0,,,PalmærHB,both
681,Q6037928,PaulsonJ,8073.0,,https://sv.wikipedia.org/wiki/Johannes_Paulson,Q6037928,8073.0,,,PaulsonJ,both
682,Q932770,PaykullG,8079.0,,https://sv.wikipedia.org/wiki/Gustaf_von_Paykull,Q932770,8079.0,,,PaykullG,both
683,Q6197559,PederSwart,8083.0,,https://sv.wikipedia.org/wiki/Peder_Swart,Q6197559,8083.0,,,PederSwart,both
684,Q3481543,PeringskiöldJ,7086.0,,https://sv.wikipedia.org/wiki/Johan_Peringski%C3%B6ld,Q3481543,7086.0,,,PeringskiöldJ,both
685,Q38186478,PetersonGR,7138.0,,,Q38186478,7138.0,,,PetersonGR,both
686,Q4972683,PetriniG,7193.0,GulliPetrini,https://sv.wikipedia.org/wiki/Gulli_Petrini,Q4972683,7193.0,GulliPetrini,,PetriniG,both
687,Q6048288,PhilipsonLM,7265.0,,https://sv.wikipedia.org/wiki/Lorens_M%C3%BCnter_Philipson,Q6048288,7265.0,,,PhilipsonLM,both
688,Q333651,PorthanHG,7354.0,,https://sv.wikipedia.org/wiki/Henrik_Gabriel_Porthan,Q333651,7354.0,,,PorthanHG,both
689,Q6320543,QuennerstedtA,7440.0,,https://sv.wikipedia.org/wiki/August_Quennerstedt,Q6320543,7440.0,,,QuennerstedtA,both
690,Q3877027,RagvaldssonN,8883.0,,https://sv.wikipedia.org/wiki/Nils_Ragvaldsson,Q3877027,8883.0,,,RagvaldssonN,both
691,Q517853,ReenstiernaMH,7571.0,MartaHelenaReenstiernaArstafrun,https://sv.wikipedia.org/wiki/M%C3%A4rta_Helena_Reenstierna,Q517853,7571.0,MartaHelenaReenstiernaArstafrun,,ReenstiernaMH,both
692,Q6066281,RegisJ,7573.0,,https://sv.wikipedia.org/wiki/Julius_Regis,Q6066281,7573.0,,,RegisJ,both
693,Q6066366,RegnérG,7575.0,,https://sv.wikipedia.org/wiki/Gustaf_Regn%C3%A9r,Q6066366,7575.0,,Gustaf_Regnér,RegnérG,both
694,Q1685510,RehnJE,7577.0,,https://sv.wikipedia.org/wiki/Jean_Eric_Rehn,Q1685510,7577.0,,,RehnJE,both
695,Q434380,RehnskoldCG,7579.0,,https://sv.wikipedia.org/wiki/Carl_Gustaf_Rehnski%C3%B6ld,Q434380,7579.0,,,RehnskoldCG,both
696,Q16650190,RenhornOB,7587.0,,https://sv.wikipedia.org/wiki/Olof_Bidenius_Renhorn,Q16650190,7587.0,,,RenhornOB,both
697,Q491077,RetziusAJ,6599.0,,https://sv.wikipedia.org/wiki/Anders_Jahan_Retzius,Q491077,6599.0,,,RetziusAJ,both
698,Q1348997,ReuterdahlH,6604.0,,https://sv.wikipedia.org/wiki/Henrik_Reuterdahl,Q1348997,6604.0,,,ReuterdahlH,both
699,Q357495,ReuterholmGA,6608.0,,https://sv.wikipedia.org/wiki/Gustaf_Adolf_Reuterholm,Q357495,6608.0,,,ReuterholmGA,both
700,Q6069858,RhyzeliusAO,6655.0,,https://sv.wikipedia.org/wiki/Andreas_Olavi_Rhyzelius,Q6069858,6655.0,,,RhyzeliusAO,both
701,Q6071609,RidderstadCF,6743.0,,https://sv.wikipedia.org/wiki/Carl_Fredrik_Ridderstad,Q6071609,6743.0,,,RidderstadCF,both
702,Q6072211,RietzJE,6753.0,,https://sv.wikipedia.org/wiki/Ernst_Rietz,Q6072211,6753.0,,,RietzJE,both
703,Q13563726,RisbergE,6772.0,EmilieCharlottaRisberg,https://sv.wikipedia.org/wiki/Emilie_Risberg,Q13563726,6772.0,EmilieCharlottaRisberg,,RisbergE,both
704,Q6073623,RistellAF,6776.0,,https://sv.wikipedia.org/wiki/Adolf_Fredrik_Ristell,Q6073623,6776.0,,Adolf_Fredrik_Ristell,RistellAF,both
705,Q55071968,RobergL,6779.0,,https://sv.wikipedia.org/wiki/Lars_Roberg,Q55071968,6779.0,,,RobergL,both
706,Q349352,RomanJH,6817.0,,https://sv.wikipedia.org/wiki/Johan_Helmich_Roman,Q349352,6817.0,,,RomanJH,both
707,Q4975368,RoosAM,6831.0,AnnaMariaRoos,https://sv.wikipedia.org/wiki/Anna_Maria_Roos,Q4975368,6831.0,AnnaMariaRoos,,RoosAM,both
708,Q4975387,RoosM,6846.0,MathildaRoos,https://sv.wikipedia.org/wiki/Mathilda_Roos,Q4975387,6846.0,MathildaRoos,,RoosM,both
709,Q6220177,RosenadlerJ,6895.0,,https://sv.wikipedia.org/wiki/Johan_Upmarck_Rosenadler,Q6220177,6895.0,,,RosenadlerJ,both
710,Q6079896,RosenhaneSdy,6934.0,,https://sv.wikipedia.org/wiki/Schering_Rosenhane_(1754%E2%80%931812),Q6079896,6934.0,,,RosenhaneSdy,both
711,Q636426,RoseniusCO,6935.0,,https://sv.wikipedia.org/wiki/Carl_Olof_Rosenius,Q636426,6935.0,,,RoseniusCO,both
712,Q6080164,RosensteinN,6944.0,,https://sv.wikipedia.org/wiki/Nils_von_Rosenstein,Q6080164,6944.0,,,RosensteinN,both
713,Q924540,RothmanG,6956.0,,https://sv.wikipedia.org/wiki/G%C3%B6ran_Rothman,Q924540,6956.0,,,RothmanG,both
714,Q740096,RudbeckOyngre,6985.0,,https://sv.wikipedia.org/wiki/Olof_Rudbeck_den_yngre,Q740096,6985.0,,,RudbeckOyngre,both
715,Q350198,RudbeckOäldre,6987.0,,https://sv.wikipedia.org/wiki/Olof_Rudbeck_den_%C3%A4ldre,Q350198,6987.0,,,RudbeckOäldre,both
716,Q6082642,RudeenT,7013.0,,https://sv.wikipedia.org/wiki/Torsten_Rudeen,Q6082642,7013.0,,,RudeenT,both
717,Q4975813,RudenschöldM,7015.0,MagdalenaRudenschold,https://sv.wikipedia.org/wiki/Magdalena_Rudensch%C3%B6ld,Q4975813,7015.0,MagdalenaRudenschold,,RudenschöldM,both
718,Q6083087,RuheA,7021.0,,https://sv.wikipedia.org/wiki/Algot_Ruhe,Q6083087,7021.0,,Algot_Ruhe,RuheA,both
719,Q4356127,RuinH,7022.0,,https://sv.wikipedia.org/wiki/Hans_Ruin,Q4356127,7022.0,,,RuinH,both
720,Q1692077,RuniusJ,7039.0,,https://sv.wikipedia.org/wiki/Johan_Runius,Q1692077,7039.0,,,RuniusJ,both
721,Q432129,RydbergV,6269.0,,https://sv.wikipedia.org/wiki/Viktor_Rydberg,Q432129,6269.0,,Viktor_Rydberg,RydbergV,both
722,Q6085718,RydqvistJE,6285.0,,https://sv.wikipedia.org/wiki/Johan_Erik_Rydqvist,Q6085718,6285.0,,,RydqvistJE,both
723,Q4976166,RydstedtA,6287.0,AnnaRydstedt,https://sv.wikipedia.org/wiki/Anna_Rydstedt,Q4976166,6287.0,AnnaRydstedt,,RydstedtA,both
724,Q5125016,RålambC,6296.0,,https://sv.wikipedia.org/wiki/Claes_R%C3%A5lamb_(riksr%C3%A5d),Q5125016,6296.0,,,RålambC,both
725,Q6166560,RålambÅ,6297.0,,https://sv.wikipedia.org/wiki/%C3%85ke_R%C3%A5lamb,Q6166560,6297.0,,,RålambÅ,both
726,Q6088424,SahlgrenJ,6310.0,,https://sv.wikipedia.org/wiki/J%C3%B6ran_Sahlgren,Q6088424,6310.0,,,SahlgrenJ,both
727,Q6088609,SahlstedtA,6317.0,,https://sv.wikipedia.org/wiki/Abraham_Magni_Sahlstedt,Q6088609,6317.0,,,SahlstedtA,both
728,Q6089591,SaljeSE,6324.0,,https://sv.wikipedia.org/wiki/Sven_Edvin_Salje,Q6089591,6324.0,,,SaljeSE,both
729,Q6090225,SalviusL,6329.0,,https://sv.wikipedia.org/wiki/Lars_Salvius,Q6090225,6329.0,,,SalviusL,both
730,Q3301801,SandbergJG,6332.0,,https://sv.wikipedia.org/wiki/Johan_Gustaf_Sandberg,Q3301801,6332.0,,,SandbergJG,both
731,Q4976841,SandelM,6336.0,MariaSandel,https://sv.wikipedia.org/wiki/Maria_Sandel,Q4976841,6336.0,MariaSandel,,SandelM,both
732,Q457339,SandellBergL,18552.0,LinaSandellBerg,https://sv.wikipedia.org/wiki/Lina_Sandell,Q457339,18552.0,LinaSandellBerg,Lina_Sandell,SandellBergL,both
733,Q6092488,SanderF,6343.0,,https://sv.wikipedia.org/wiki/Nils_Fredrik_Sander,Q6092488,6343.0,,,SanderF,both
734,Q6167803,SaxonJL,6360.0,,https://sv.wikipedia.org/wiki/Johan_Lindstr%C3%B6m_Saxon,Q6167803,6360.0,,,SaxonJL,both
735,Q6096693,ScheeleF,6371.0,,https://sv.wikipedia.org/wiki/Frans_von_Sch%C3%A9ele,Q6096693,6371.0,,,ScheeleF,both
736,Q1698324,SchefferusJ,6376.0,,https://sv.wikipedia.org/wiki/Johannes_Schefferus,Q1698324,6376.0,,,SchefferusJ,both
737,Q964243,ScheutzG,6378.0,,https://sv.wikipedia.org/wiki/Georg_Scheutz,Q964243,6378.0,,Per_Georg_Scheutz,ScheutzG,both
738,Q330061,ScholanderFW,6393.0,,https://sv.wikipedia.org/wiki/Fredrik_Wilhelm_Scholander,Q330061,6393.0,,,ScholanderFW,both
739,Q6169057,SchotteA,6394.0,,https://sv.wikipedia.org/wiki/Axel_Schotte,Q6169057,6394.0,,,SchotteA,both
740,Q26239729,SchroderusEB,6397.0,,https://sv.wikipedia.org/wiki/Ericus_Benedicti_Schroderus,Q26239729,6397.0,,Ericus_Benedicti_Schroderus,SchroderusEB,both
741,Q6169329,SchröderG,6402.0,,https://sv.wikipedia.org/wiki/Gustaf_Schr%C3%B6der,Q6169329,6402.0,,,SchröderG,both
742,Q6169365,SchröderJH,6404.0,,https://sv.wikipedia.org/wiki/Johan_Henrik_Schr%C3%B6der,Q6169365,6404.0,,,SchröderJH,both
743,Q6169392,SchröderheimE,6405.0,,https://sv.wikipedia.org/wiki/Elis_Schr%C3%B6derheim,Q6169392,6405.0,,,SchröderheimE,both
744,Q38156704,SchultzJG,6408.0,,,Q38156704,6408.0,,,SchultzJG,both
745,Q6170263,SchwerinFB,6416.0,,https://sv.wikipedia.org/wiki/Fredrik_Bogislaus_von_Schwerin,Q6170263,6416.0,,,SchwerinFB,both
746,Q6170542,SchöldströmB,6423.0,,https://sv.wikipedia.org/wiki/Birger_Sch%C3%B6ldstr%C3%B6m,Q6170542,6423.0,,,SchöldströmB,both
747,Q6170614,SchönbergA,6424.0,,https://sv.wikipedia.org/wiki/Anders_Sch%C3%B6nberg_den_yngre,Q6170614,6424.0,,,SchönbergA,both
748,Q1926407,SchückH,6418.0,,https://sv.wikipedia.org/wiki/Henrik_Sch%C3%BCck,Q1926407,6418.0,,,SchückH,both
749,Q525099,SegerstedtT,6431.0,,https://sv.wikipedia.org/wiki/Torgny_T:son_Segerstedt,Q525099,6431.0,,,SegerstedtT,both
750,Q333112,SehlstedtE,5852.0,,https://sv.wikipedia.org/wiki/Elias_Sehlstedt,Q333112,5852.0,,,SehlstedtE,both
751,Q924618,SergelJT,5865.0,,https://sv.wikipedia.org/wiki/Johan_Tobias_Sergel,Q924618,5865.0,,,SergelJT,both
752,Q439249,SernerG,5867.0,,https://sv.wikipedia.org/wiki/Frank_Heller,Q439249,5867.0,,,SernerG,both
753,Q6176235,SilfverstolpeGA,5940.0,,https://sv.wikipedia.org/wiki/Gustaf_Abraham_Silverstolpe,Q6176235,5940.0,,,SilfverstolpeGA,both
754,Q1554766,SilfverstolpeGM,5929.0,,https://sv.wikipedia.org/wiki/Gunnar_Mascoll_Silfverstolpe,Q1554766,5929.0,,,SilfverstolpeGM,both
755,Q546949,SilfverstolpeM,9478.0,MallaSilfverstolpe,https://sv.wikipedia.org/wiki/Malla_Silfverstolpe,Q546949,9478.0,MallaSilfverstolpe,,SilfverstolpeM,both
756,Q6175996,SiljeströmPA,5945.0,,https://sv.wikipedia.org/wiki/Per_Siljestr%C3%B6m,Q6175996,5945.0,,,SiljeströmPA,both
757,Q6176220,SilverstolpeAG,5932.0,,https://sv.wikipedia.org/wiki/Axel_Gabriel_Silfverstolpe,Q6176220,5932.0,,,SilverstolpeAG,both
758,Q331173,SiwertzS,5956.0,,https://sv.wikipedia.org/wiki/Sigfrid_Siwertz,Q331173,5956.0,,,SiwertzS,both
759,Q728263,SjöbergB,5974.0,,https://sv.wikipedia.org/wiki/Birger_Sj%C3%B6berg,Q728263,5974.0,,,SjöbergB,both
760,Q3436472,SjöbergE,5975.0,,https://sv.wikipedia.org/wiki/Erik_Sj%C3%B6berg,Q3436472,5975.0,,,SjöbergE,both
761,Q6178273,SjöborgNH,5982.0,,https://sv.wikipedia.org/wiki/Nils_Henrik_Sj%C3%B6borg,Q6178273,5982.0,,,SjöborgNH,both
762,Q6178442,SjögrenA,5987.0,,https://sv.wikipedia.org/wiki/Arthur_Sj%C3%B6gren,Q6178442,5987.0,,,SjögrenA,both
763,Q6179862,SkjöldebrandE,6017.0,,https://sv.wikipedia.org/wiki/Eric_Skj%C3%B6ldebrand,Q6179862,6017.0,,,SkjöldebrandE,both
764,Q2661641,SkytteJ,6037.0,,https://sv.wikipedia.org/wiki/Johan_Skytte,Q2661641,6037.0,,,SkytteJ,both
765,Q1040670,SnoilskyC,6093.0,,https://sv.wikipedia.org/wiki/Carl_Snoilsky,Q1040670,6093.0,,,SnoilskyC,both
766,Q16650368,SotbergE,6157.0,,https://sv.wikipedia.org/wiki/Erik_af_Sotberg,Q16650368,6157.0,,,SotbergE,both
767,Q4120854,SparreA,6164.0,,https://sv.wikipedia.org/wiki/Axel_Sparre,Q4120854,6164.0,,,SparreA,both
768,Q433984,SparrmanA,20001.0,,https://sv.wikipedia.org/wiki/Anders_Sparrman,Q433984,20001.0,,,SparrmanA,both
769,Q370216,SpegelH,20004.0,,https://sv.wikipedia.org/wiki/Haquin_Spegel,Q370216,20004.0,,,SpegelH,both
770,Q4411177,SprengtportenJM,20012.0,,https://sv.wikipedia.org/wiki/Jacob_Magnus_Sprengtporten,Q4411177,20012.0,,,SprengtportenJM,both
771,Q6185927,SprengtportenJW,20014.0,,https://sv.wikipedia.org/wiki/Jakob_Wilhelm_Sprengtporten,Q6185927,20014.0,,,SprengtportenJW,both
772,Q53292,StaaffK,20022.0,,https://sv.wikipedia.org/wiki/Karl_Staaff,Q53292,20022.0,,,StaaffK,both
773,Q6186410,StackelbergO,20024.0,,https://sv.wikipedia.org/wiki/Oscar_Stackelberg,Q6186410,20024.0,,,StackelbergO,both
774,Q1354012,StagneliusEJ,20033.0,,https://sv.wikipedia.org/wiki/Erik_Johan_Stagnelius,Q1354012,20033.0,,,StagneliusEJ,both
775,Q6194410,StalhammarJ,34663.0,,https://sv.wikipedia.org/wiki/Jon_St%C3%A5lhammar,Q6194410,34663.0,,,StalhammarJ,both
776,Q6187212,StarbäckCG,20035.0,,https://sv.wikipedia.org/wiki/Georg_Starb%C3%A4ck,Q6187212,20035.0,,,StarbäckCG,both
777,Q777375,StaëlvonHolsteinEM,20029.0,,https://sv.wikipedia.org/wiki/Erik_Magnus_Sta%C3%ABl_von_Holstein,Q777375,20029.0,,,StaëlvonHolsteinEM,both
778,Q449530,StenbockM,20072.0,,https://sv.wikipedia.org/wiki/Magnus_Stenbock,Q449530,20072.0,,,StenbockM,both
779,Q6189421,StenströmW,20147.0,,https://sv.wikipedia.org/wiki/Walter_Stenstr%C3%B6m,Q6189421,20147.0,,,StenströmW,both
780,Q3353704,StephensG,20150.0,,https://sv.wikipedia.org/wiki/George_Stephens_(filolog),Q3353704,20150.0,,,StephensG,both
781,Q514315,StiernhielmG,20162.0,,https://sv.wikipedia.org/wiki/Georg_Stiernhielm,Q514315,20162.0,,,StiernhielmG,both
782,Q6190332,StiernhöökJO,20163.0,,https://sv.wikipedia.org/wiki/Johan_Stiernh%C3%B6%C3%B6k,Q6190332,20163.0,,,StiernhöökJO,both
783,Q3739678,StiernmanAA,20164.0,,https://sv.wikipedia.org/wiki/Anders_Anton_von_Stiernman,Q3739678,20164.0,,,StiernmanAA,both
784,Q6190360,StiernstedtAW,20167.0,,https://sv.wikipedia.org/wiki/August_Wilhelm_Stiernstedt,Q6190360,20167.0,,,StiernstedtAW,both
785,Q4980514,StiernstedtM,20168.0,MarikaStiernstedt,https://sv.wikipedia.org/wiki/Marika_Stiernstedt,Q4980514,20168.0,MarikaStiernstedt,,StiernstedtM,both
786,Q6190492,StilleA,20265.0,,https://sv.wikipedia.org/wiki/Arthur_Stille,Q6190492,20265.0,,,StilleA,both
787,Q4684135,StjerneldAL,20161.0,,https://sv.wikipedia.org/wiki/Adolf_Ludvig_Stierneld,Q4684135,20161.0,,,StjerneldAL,both
788,Q6190801,StobæusK,20281.0,,https://sv.wikipedia.org/wiki/Kilian_Stob%C3%A6us_den_yngre,Q6190801,20281.0,,,StobæusK,both
789,Q327853,StrandbergCVA,20337.0,,https://sv.wikipedia.org/wiki/C.V.A._Strandberg,Q327853,20337.0,,Carl_Vilhelm_August_Strandberg,StrandbergCVA,both
790,Q19976100,StridsbergC,34537.0,,https://sv.wikipedia.org/wiki/Carl_Stridsberg,Q19976100,34537.0,,,StridsbergC,both
791,Q7724,StrindbergA,34518.0,,https://sv.wikipedia.org/wiki/August_Strindberg,Q7724,34518.0,,August_Strindberg,StrindbergA,both
792,Q4444020,StrinnholmAM,34549.0,,https://sv.wikipedia.org/wiki/Anders_Magnus_Strinnholm,Q4444020,34549.0,,,StrinnholmAM,both
793,Q1346525,StrombergN,34552.0,,https://sv.wikipedia.org/wiki/Nils_Stromberg,Q1346525,34552.0,,,StrombergN,both
794,Q4980866,StrussenfeltU,34554.0,UlrikaSophiavonStrussenfelt,https://sv.wikipedia.org/wiki/Ulrika_von_Strussenfelt,Q4980866,34554.0,UlrikaSophiavonStrussenfelt,Ulrika_von_Strussenfelt,StrussenfeltU,both
795,Q6192949,StråleGH,34557.0,,https://sv.wikipedia.org/wiki/Holdo_Str%C3%A5le_af_Ekna,Q6192949,34557.0,,,StråleGH,both
796,Q1253889,StrömF,34560.0,,https://sv.wikipedia.org/wiki/Fredrik_Str%C3%B6m,Q1253889,34560.0,,,StrömF,both
797,Q6193505,StrömerM,34601.0,,https://sv.wikipedia.org/wiki/M%C3%A5rten_Str%C3%B6mer,Q6193505,34601.0,,,StrömerM,both
798,Q4993043,Sturzen-BeckerOP,34649.0,,https://sv.wikipedia.org/wiki/Oscar_Patric_Sturzen-Becker,Q4993043,34649.0,,,Sturzen-BeckerOP,both
799,Q6194026,StyffeCG,34651.0,,https://sv.wikipedia.org/wiki/Carl_Gustaf_Styffe,Q6194026,34651.0,,,StyffeCG,both
800,Q2487226,StåhleCI,34656.0,,https://sv.wikipedia.org/wiki/Carl_Ivar_St%C3%A5hle,Q2487226,34656.0,,,StåhleCI,both
801,Q4981102,StålbergW,34660.0,CarolinaWilhelminaStahlberg,https://sv.wikipedia.org/wiki/Wilhelmina_St%C3%A5lberg,Q4981102,34660.0,CarolinaWilhelminaStahlberg,Wilhelmina_Stålberg,StålbergW,both
802,Q4980157,StéenhoffF,20046.0,FridaSteenhoff,https://sv.wikipedia.org/wiki/Frida_St%C3%A9enhoff,Q4980157,20046.0,FridaSteenhoff,,StéenhoffF,both
803,Q728197,SundmanPO,34724.0,,https://sv.wikipedia.org/wiki/Per_Olof_Sundman,Q728197,34724.0,,,SundmanPO,both
804,Q6195917,SundénDA,34715.0,,https://sv.wikipedia.org/wiki/Daniel_Anton_Sund%C3%A9n,Q6195917,34715.0,,,SundénDA,both
805,Q2293455,SvebiliusO,34819.0,,https://sv.wikipedia.org/wiki/Olof_Svebilius,Q2293455,34819.0,,,SvebiliusO,both
806,Q6197780,SvedeliusWE,34837.0,,https://sv.wikipedia.org/wiki/Wilhelm_Erik_Svedelius,Q6197780,34837.0,,,SvedeliusWE,both
807,Q748553,SwedbergJ,34820.0,,https://sv.wikipedia.org/wiki/Jesper_Swedberg,Q748553,34820.0,,,SwedbergJ,both
808,Q185832,SwedenborgE,34840.0,,https://sv.wikipedia.org/wiki/Emanuel_Swedenborg,Q185832,34840.0,,,SwedenborgE,both
809,Q22110411,SwederusG,34844.0,,https://sv.wikipedia.org/wiki/Georg_Swederus,Q22110411,34844.0,,,SwederusG,both
810,Q23989269,WinterR,15352.0,,https://sv.wikipedia.org/wiki/Reinhold_Ericson,Q23989269,15352.0,,,WinterR,both
